0	14.13181189
1.00E-04	14.27879307
0.0002	14.31109708
0.0003	14.3803403
0.00035	14.43505035
0.0004	14.48609146
0.0005	14.57333502
0.0006	14.6256126
0.0007	14.68862706
0.0008	14.79025208
0.0009	14.90318684
0.001	14.99180535
0.0011	15.06511117
0.0012	15.15251604
0.0013	15.24434709
0.0014	15.29943835
0.0015	15.31350654
0.0016	15.33890028
0.0017	15.41343661
0.0018	15.49365892
0.0019	15.5012787
0.002	15.42737773
0.0021	15.34807991
0.0022	15.3268175
0.0023	15.33460221
0.0024	15.30323541
0.0025	15.23371004
0.0026	15.20536284
0.0027	15.27608447
0.0028	15.40694567
0.0029	15.51490966
0.003	15.56475216
0.0031	15.5803509
0.0032	15.58032496
0.0033	15.55327879
0.0034	15.50466187
0.0035	15.48588846
0.0036	15.54386966
0.0037	15.65630444
0.0038	15.75867165
0.0039	15.8286192
0.004	15.90783688
0.0041	16.02328321
0.0042	16.12016282
0.0043	16.10644265
0.0044	15.95232507
0.0045	15.72029292
0.0046	15.49395766
0.0047	15.31995728
0.0048	15.22536908
0.0049	15.25588296
0.005	15.44795552
0.0051	15.74308225
0.0052	16.00842796
0.0053	16.14181811
0.0054	16.14654797
0.0055	16.09303185
0.0056	16.0304362
0.0057	15.95593982
0.0058	15.87560211
0.0059	15.82846749
0.006	15.83331144
0.0061	15.85096378
0.0062	15.8441072
0.0063	15.84033244
0.0064	15.89576135
0.0065	15.99481126
0.0066	16.03586234
0.0067	15.9564162
0.0068	15.85012149
0.0069	15.89562494
0.007	16.17241576
0.0071	16.53113084
0.0072	16.70473367
0.0073	16.57628005
0.0074	16.26972481
0.0075	15.99564162
0.0076	15.86122791
0.0077	15.84120663
0.0078	15.86556151
0.0079	15.91093297
0.008	15.98750189
0.0081	16.07736258
0.0082	16.12874626
0.0083	16.09516792
0.0084	15.95777247
0.0085	15.72238672
0.0086	15.44653701
0.0087	15.23834472
0.0088	15.19927334
0.0089	15.34601801
0.009	15.56269493
0.0091	15.6801137
0.0092	15.62089266
0.0093	15.45905494
0.0094	15.32466716
0.0095	15.29477074
0.0096	15.3788539
0.0097	15.55658287
0.0098	15.7716237
0.0099	15.91575462
0.01	15.89282059
0.0101	15.7364505
0.0102	15.63241193
0.0103	15.75832934
0.0104	16.0958515
0.0105	16.42823797
0.0106	16.52813484
0.010700001	16.38154084
0.0108	16.2008182
0.0109	16.20007471
0.011	16.4075261
0.0111	16.68974669
0.0112	16.87871979
0.0113	16.90036445
0.0114	16.78012629
0.0115	16.60321342
0.0116	16.45899769
0.0117	16.39466689
0.0118	16.38667887
0.0119	16.3670196
0.012	16.29270112
0.0121	16.18619921
0.0122	16.10734718
0.0123	16.07012375
0.0124	16.02780715
0.0125	15.92825259
0.0126	15.78409444
0.0127	15.65895112
0.0128	15.59655516
0.0129	15.57016301
0.013	15.54992052
0.0131	15.56454626
0.0132	15.65168039
0.0133	15.76932762
0.0134	15.83455699
0.0135	15.8046712
0.0136	15.75669195
0.0137	15.81309696
0.0138	16.01539373
0.0139	16.25392018
0.014	16.37650757
0.0141	16.37285989
0.0142	16.39870875
0.0143	16.63320735
0.0144	17.09835276
0.0145	17.63004959
0.0146	17.99061056
0.0147	18.0127622
0.0148	17.72307691
0.0149	17.26705148
0.015	16.79011865
0.0151	16.36543512
0.0152	15.98988743
0.0153	15.63997881
0.0154	15.35491186
0.0155	15.25691093
0.0156	15.43537172
0.015699999	15.85053563
0.015799999	16.32604165
0.015900001	16.66493539
0.016000001	16.79291366
0.016100001	16.7793369
0.0162	16.71881716
0.0163	16.64041817
0.0164	16.52457559
0.0165	16.38313232
0.0166	16.25178877
0.0167	16.11170074
0.016799999	15.91291137
0.016899999	15.66259284
0.017000001	15.49083459
0.017100001	15.53297951
0.017200001	15.77370557
0.0173	16.04642989
0.0174	16.17946269
0.0175	16.14900171
0.0176	16.05803629
0.0177	16.00073972
0.0178	15.98946629
0.017899999	16.00066918
0.017999999	16.02859395
0.018100001	16.06824649
0.018200001	16.08791742
0.018300001	16.03974627
0.0184	15.91845421
0.0185	15.79626202
0.0186	15.77209541
0.0187	15.89545431
0.0188	16.15485496
0.0189	16.46343943
0.018999999	16.69947453
0.019099999	16.75413039
0.019200001	16.57914327
0.019300001	16.24237497
0.019400001	15.90738772
0.0195	15.72278194
0.0196	15.70949951
0.0197	15.79554214
0.0198	15.90983784
0.0199	16.0428447
0.02	16.19937842
0.020099999	16.30757503
0.020199999	16.23999306
0.020300001	15.94498276
0.020400001	15.51315221
0.020500001	15.10326869
0.0206	14.84263183
0.0207	14.81084855
0.0208	15.06287759
0.0209	15.57521287
0.021	16.17412238
0.0211	16.60039869
0.021199999	16.70595925
0.021299999	16.55817001
0.021400001	16.32677088
0.021500001	16.09661963
0.021600001	15.87180168
0.0217	15.65575285
0.0218	15.53850342
0.0219	15.63277058
0.022	15.94343951
0.0221	16.34367039
0.0222	16.6713685
0.022299999	16.80412356
0.022399999	16.69352352
0.022500001	16.35714368
0.022600001	15.88053786
0.022700001	15.46424951
0.0228	15.3568008
0.0229	15.65593049
0.023	16.19352751
0.0231	16.65686127
0.0232	16.83824519
0.0233	16.80718309
0.023399999	16.74888759
0.023499999	16.73162917
0.023600001	16.71108094
0.023700001	16.66743244
0.023800001	16.63324521
0.0239	16.61263422
0.024	16.55731034
0.0241	16.4281345
0.0242	16.26248831
0.0243	16.12043226
0.0244	16.01658896
0.024499999	15.90977093
0.024599999	15.78162073
0.024700001	15.69208575
0.024800001	15.73794889
0.024900001	15.94851505
0.025	16.26496073
0.0251	16.60013288
0.0252	16.85418597
0.0253	16.93701036
