# time,pos_x,pos_y,vel_x,vel_y,mre_x,mre_y,gol_x,gol_y,atr_x,atr_y,fin_x,fin_y,tile
3.640000,0.562087,0.092746,-0.269881,0.664721,0.000000,-0.000000,-0.258898,-2.471663,0.000000,0.000000,-0.099569,0.248809,11.490021
3.660000,0.556618,0.105603,-0.277007,0.621253,-0.000000,-0.000000,-0.225115,-2.407884,0.000000,0.000000,-0.128292,0.298718,11.451569
3.680000,0.551009,0.117605,-0.283841,0.579209,0.000000,0.000000,-0.194043,-2.349432,0.000000,0.000000,-0.134600,0.265803,11.443784
3.700000,0.545265,0.128779,-0.290522,0.538454,0.000000,0.000000,-0.165282,-2.295917,0.000000,0.000000,-0.167744,0.295952,11.417342
3.720000,0.539391,0.139151,-0.296903,0.498853,0.000000,0.000000,-0.138478,-2.246989,0.000000,0.000000,-0.160334,0.286026,11.400264
3.740000,0.533391,0.148739,-0.303009,0.460124,0.000000,-0.000000,-0.113355,-2.202337,0.000000,0.000000,-0.195972,0.298185,11.374707
3.760000,0.527272,0.157561,-0.308904,0.422150,0.000000,-0.000000,-0.089653,-2.161703,0.000000,0.000000,-0.179732,0.261312,11.375645
3.780000,0.521038,0.165627,-0.314413,0.384586,-0.000000,0.000000,-0.067159,-2.124857,0.000000,0.000000,-0.213175,0.265298,11.349927
3.800000,0.514695,0.172948,-0.319871,0.347526,0.000000,0.000000,-0.045673,-2.091607,0.000000,0.000000,-0.228042,0.253580,11.333853
3.820000,0.508247,0.179529,-0.324927,0.310653,-0.000000,-0.000000,-0.025022,-2.061785,0.000000,0.000000,-0.221876,0.212848,11.341331
3.840000,0.501698,0.185375,-0.329846,0.273955,0.000000,0.000000,-0.005042,-2.035246,0.000000,0.000000,-0.243198,0.207169,11.318422
3.860000,0.495053,0.190487,-0.334646,0.237197,-0.000000,-0.000000,0.014416,-2.011873,0.000000,0.000000,-0.248708,0.179571,11.310270
3.880000,0.488315,0.194864,-0.339144,0.200474,0.000000,0.000000,0.033490,-1.991566,0.000000,0.000000,-0.253659,0.139376,11.315930
3.900000,0.481489,0.198504,-0.343360,0.163526,0.000000,-0.000000,0.052319,-1.974247,0.000000,0.000000,-0.263859,0.127486,11.300208
3.920000,0.474580,0.201403,-0.347412,0.126377,0.000000,0.000000,0.071026,-1.959847,0.000000,0.000000,-0.267677,0.095260,11.295910
3.940000,0.467594,0.203557,-0.351205,0.088960,-0.000000,0.000000,0.089739,-1.948318,0.000000,0.000000,-0.261519,0.059279,11.304519
3.960000,0.460536,0.204958,-0.354582,0.051082,-0.000000,0.000000,0.108580,-1.939633,0.000000,0.000000,-0.277433,0.037132,11.297238
3.980000,0.453413,0.205597,-0.357645,0.012744,0.000000,-0.000000,0.127675,-1.933772,0.000000,0.000000,-0.281037,0.007896,11.290696
4.000000,0.446231,0.205465,-0.360533,-0.026041,-0.000000,-0.000000,0.147156,-1.930731,0.000000,0.000000,-0.283318,-0.025689,11.294632
4.020000,0.438996,0.204551,-0.362940,-0.065419,0.000000,-0.000000,0.167157,-1.930524,0.000000,0.000000,-0.272048,-0.050621,11.303795
4.040000,0.431715,0.202845,-0.364992,-0.105360,-0.000000,0.000000,0.187815,-1.933165,0.000000,0.000000,-0.275523,-0.066436,11.310685
4.060000,0.424398,0.200333,-0.366630,-0.145930,0.000000,-0.000000,0.209286,-1.938689,0.000000,0.000000,-0.273209,-0.114397,11.310937
4.080000,0.417054,0.197004,-0.367731,-0.187128,0.000000,-0.000000,0.231719,-1.947139,0.000000,0.000000,-0.286007,-0.142711,11.310608
4.100000,0.409692,0.192843,-0.368307,-0.229091,-0.000000,0.000000,0.255287,-1.958576,0.000000,0.000000,-0.252995,-0.140189,11.335444
4.120000,0.402327,0.187835,-0.368097,-0.271810,-0.000000,0.000000,0.280177,-1.973073,0.000000,0.000000,-0.253451,-0.180105,11.340536
4.140000,0.394972,0.181965,-0.367310,-0.315388,-0.000000,0.000000,0.306586,-1.990715,0.000000,0.000000,-0.249466,-0.201276,11.351354
4.160000,0.387640,0.175216,-0.365784,-0.359666,-0.000000,0.000000,0.334743,-2.011604,0.000000,0.000000,-0.244550,-0.231096,11.360667
4.180000,0.380347,0.167573,-0.363360,-0.404709,-0.000000,0.000000,0.364896,-2.035842,0.000000,0.000000,-0.213439,-0.235789,11.382742
4.200000,0.373112,0.159022,-0.360017,-0.450518,0.000000,-0.000000,0.397316,-2.063527,0.000000,0.000000,-0.223904,-0.242110,11.397934
4.220000,0.365954,0.149549,-0.355569,-0.496952,0.000000,-0.000000,0.432301,-2.094796,0.000000,0.000000,-0.154564,-0.235840,11.425686
4.240000,0.358898,0.139140,-0.349799,-0.544103,-0.000000,0.000000,0.470188,-2.129765,0.000000,0.000000,-0.155896,-0.239430,11.449935
4.260000,0.351968,0.127780,-0.342974,-0.591905,-0.000000,-0.000000,0.511359,-2.168582,0.000000,0.000000,-0.143276,-0.253648,11.463680
4.280000,0.345188,0.115456,-0.334820,-0.640580,0.000000,-0.000000,0.556257,-2.211381,0.000000,0.000000,-0.129103,-0.250330,11.490872
4.300000,0.338585,0.102156,-0.325240,-0.689704,-0.000000,0.000000,0.605365,-2.258303,0.000000,0.000000,-0.075132,-0.189486,11.530098
4.320000,0.332190,0.087867,-0.314009,-0.739194,0.000000,0.000000,0.659252,-2.309470,0.000000,0.000000,-0.053469,-0.162856,11.560427
4.340000,0.326034,0.072582,-0.301247,-0.789341,-0.000000,-0.000000,0.718557,-2.365004,0.000000,0.000000,-0.051879,-0.186237,11.585937
4.360000,0.320150,0.056291,-0.286828,-0.839857,0.000000,0.000000,0.784001,-2.425001,0.000000,0.000000,-0.024386,-0.090273,11.623954
4.380000,0.314573,0.038986,-0.270670,-0.890643,0.000000,-0.000000,0.856465,-2.489510,0.000000,0.000000,-0.005221,-0.064026,11.667471
4.400000,0.309337,0.020668,-0.252635,-0.941109,0.000000,-0.000000,0.936892,-2.558500,0.000000,0.000000,0.020763,0.092968,11.720214
4.420000,0.304480,0.001342,-0.232603,-0.991476,-0.000000,0.000000,1.026399,-2.631850,0.000000,0.000000,0.029533,0.071479,11.739025
4.440000,0.300046,-0.018989,-0.210413,-1.041481,0.000000,-0.000000,1.126249,-2.709334,0.000000,0.000000,0.038395,0.247727,11.797408
4.460000,0.296082,-0.040312,-0.185632,-1.090695,0.000000,0.000000,1.237904,-2.790583,0.000000,0.000000,0.054378,0.366203,11.855340
4.480000,0.292637,-0.062615,-0.158335,-1.139402,0.000000,-0.000000,1.363023,-2.875008,0.000000,0.000000,0.070604,0.446685,11.886312
4.500000,0.289765,-0.085881,-0.128385,-1.187025,0.000000,-0.000000,1.503583,-2.961747,0.000000,0.000000,0.057967,0.619040,11.946975
4.520000,0.287521,-0.110090,-0.095572,-1.233627,0.000000,0.000000,1.661826,-3.049551,0.000000,0.000000,0.075665,0.744804,11.992653
4.540000,0.285965,-0.135215,-0.059499,-1.278650,0.000000,-0.000000,1.840380,-3.136606,0.000000,0.000000,0.003156,0.928543,12.051339
4.560000,0.285161,-0.161224,-0.020203,-1.321990,-0.000000,-0.000000,2.042252,-3.220415,0.000000,0.000000,0.030901,1.137087,12.105837
4.580000,0.285181,-0.188081,0.022814,-1.363325,-0.000000,0.000000,2.270949,-3.297425,0.000000,0.000000,-0.015648,1.264385,12.161569
4.600000,0.286100,-0.215742,0.069765,-1.402330,0.000000,-0.000000,2.530407,-3.362753,0.000000,0.000000,-0.061162,1.495850,12.212550
4.620000,0.288003,-0.244157,0.121261,-1.438724,-0.000000,0.000000,2.825161,-3.409471,0.000000,0.000000,-0.176685,1.682492,12.272921
4.640000,0.290982,-0.273268,0.177498,-1.471915,-0.000000,-0.000000,3.160103,-3.427940,0.000000,0.000000,-0.193694,1.829256,12.318376
4.660000,0.295137,-0.303007,0.238826,-1.501252,0.000000,-0.000000,3.540353,-3.404349,0.000000,0.000000,-0.339618,2.064860,12.387417
4.680000,0.300575,-0.333286,0.305952,-1.525704,-0.000000,0.000000,3.970306,-3.319095,0.000000,0.000000,-0.464708,2.224195,12.429872
4.700000,0.307416,-0.363988,0.379214,-1.543335,-0.000000,0.000000,4.452058,-3.144252,0.000000,0.000000,-0.627671,2.421421,12.483639
4.720000,0.315791,-0.394967,0.459507,-1.552894,0.000000,0.000000,4.981747,-2.840510,0.000000,0.000000,-0.806667,2.590639,12.534697
4.740000,0.326288,-0.426147,0.639434,-1.575248,0.000000,0.000000,5.547105,-2.358308,9.843473,-2.675533,-1.228325,3.020606,12.660515
4.760000,0.341908,-0.457953,0.922634,-1.600448,0.000000,0.000000,6.146782,-1.634806,10.302153,-2.844869,-2.272606,3.966555,12.929054
4.780000,0.363188,-0.489953,1.204696,-1.593518,0.000000,0.000000,6.710673,-0.492809,10.935761,-3.078523,-3.635825,4.862002,13.214403
4.800000,0.390051,-0.521423,1.479579,-1.546033,-0.000000,-0.000000,6.967789,1.357648,11.771945,-3.402409,-5.325349,5.591793,13.506479
4.820000,0.422238,-0.551458,1.733911,-1.448520,-0.000000,0.000000,6.160922,4.076833,12.839562,-3.855220,-7.186215,5.975917,13.766531
4.840000,0.459100,-0.579036,1.942248,-1.303241,-0.000000,0.000000,3.426063,6.620730,14.154540,-4.489945,-8.707771,5.849406,13.948057
4.860000,0.499495,-0.603510,2.087509,-1.146708,0.000000,-0.000000,0.035244,7.228223,15.703227,-5.364617,-9.796181,5.374729,14.048606
4.880000,0.542314,-0.625137,2.190061,-1.023913,0.000000,0.000000,-2.178811,6.443572,17.451809,-6.531186,-10.691791,4.999732,14.140317
4.900000,0.587012,-0.644813,2.279360,-0.952530,0.000000,-0.000000,-3.238661,5.390040,19.365684,-8.038715,-11.670602,4.876286,14.264224
4.920000,0.633237,-0.663469,2.267580,-0.886380,0.000000,0.000000,-3.632113,4.456227,0.000000,0.000000,-11.208305,4.385175,14.175878
4.940000,0.675914,-0.679611,2.013006,-0.735918,0.000000,0.000000,-3.687882,3.765390,0.000000,0.000000,-7.246965,2.654446,13.506097
4.960000,0.714161,-0.693155,1.819687,-0.623284,-0.000000,-0.000000,-3.614534,3.259989,0.000000,0.000000,-4.938150,1.690879,13.062281
4.980000,0.748961,-0.704701,1.665648,-0.534642,-0.000000,0.000000,-3.494559,2.873301,0.000000,0.000000,-3.476903,1.100170,12.745170
5.000000,0.780966,-0.714648,1.538556,-0.462257,0.000000,0.000000,-3.359983,2.566908,0.000000,0.000000,-2.485468,0.732294,12.506109
5.020000,0.810633,-0.723268,1.430940,-0.401446,-0.000000,0.000000,-3.224335,2.317501,0.000000,0.000000,-1.765993,0.484229,12.317300
5.040000,0.838301,-0.730763,1.338020,-0.349251,-0.000000,0.000000,-3.093494,2.110143,0.000000,0.000000,-1.244312,0.320405,12.167568
5.060000,0.864230,-0.737282,1.256510,-0.303646,0.000000,0.000000,-2.969919,1.934792,0.000000,0.000000,-0.855655,0.204691,12.045288
5.080000,0.888622,-0.742943,1.184016,-0.263202,0.000000,-0.000000,-2.854462,1.784438,0.000000,0.000000,-0.563044,0.126960,11.944666
5.100000,0.911640,-0.747838,1.118838,-0.226855,0.000000,0.000000,-2.747204,1.654021,0.000000,0.000000,-0.351353,0.070342,11.861567
5.120000,0.933415,-0.752039,1.059583,-0.193851,0.000000,0.000000,-2.647864,1.539787,0.000000,0.000000,-0.190369,0.037581,11.791914
5.140000,0.954055,-0.755610,1.005224,-0.163681,0.000000,0.000000,-2.555991,1.438895,0.000000,0.000000,-0.048017,0.004639,11.729018
5.160000,0.973651,-0.758602,0.955006,-0.135852,-0.000000,0.000000,-2.471075,1.349148,0.000000,0.000000,0.059348,-0.007867,11.674661
5.180000,0.992279,-0.761057,0.908325,-0.109948,0.000000,0.000000,-2.392604,1.268806,0.000000,0.000000,0.134100,-0.015385,11.631594
5.200000,1.010004,-0.763011,0.864622,-0.085681,-0.000000,0.000000,-2.320084,1.196476,0.000000,0.000000,0.199573,-0.021460,11.587765
5.220000,1.026881,-0.764494,0.823419,-0.062799,-0.000000,0.000000,-2.253063,1.131036,0.000000,0.000000,0.249730,-0.021378,11.551703
5.240000,1.042956,-0.765531,0.784437,-0.041128,0.000000,-0.000000,-2.191124,1.071563,0.000000,0.000000,0.293987,-0.015264,11.519151
5.260000,1.058271,-0.766146,0.747337,-0.020525,0.000000,-0.000000,-2.133880,1.017291,0.000000,0.000000,0.321613,-0.006780,11.490332
5.280000,1.072860,-0.766358,0.711813,-0.000753,0.000000,-0.000000,-2.080995,0.967582,0.000000,0.000000,0.343921,0.001127,11.463773
5.300000,1.086753,-0.766182,0.677709,0.018235,-0.000000,-0.000000,-2.032165,0.921895,0.000000,0.000000,0.356810,0.010102,11.440158
5.320000,1.099976,-0.765633,0.644780,0.036514,-0.000000,0.000000,-1.987113,0.879774,0.000000,0.000000,0.366487,0.019988,11.418990
5.340000,1.112551,-0.764725,0.612869,0.054265,0.000000,0.000000,-1.945598,0.840824,0.000000,0.000000,0.369572,0.035823,11.401620
5.360000,1.124497,-0.763466,0.581836,0.071517,0.000000,0.000000,-1.907403,0.804705,0.000000,0.000000,0.373663,0.046398,11.382541
5.380000,1.135829,-0.761867,0.551498,0.088301,0.000000,0.000000,-1.872337,0.771125,0.000000,0.000000,0.369983,0.059193,11.367291
5.400000,1.146561,-0.759936,0.521780,0.104732,-0.000000,0.000000,-1.840230,0.739826,0.000000,0.000000,0.370237,0.073213,11.350755
5.420000,1.156703,-0.757680,0.492543,0.120876,0.000000,0.000000,-1.810935,0.710581,0.000000,0.000000,0.352838,0.091677,11.342017
5.440000,1.166265,-0.755103,0.463705,0.136748,0.000000,-0.000000,-1.784321,0.683190,0.000000,0.000000,0.351029,0.102960,11.326949
5.460000,1.175253,-0.752212,0.435158,0.152346,-0.000000,0.000000,-1.760275,0.657474,0.000000,0.000000,0.339744,0.118799,11.315888
5.480000,1.183672,-0.749010,0.406769,0.167751,0.000000,0.000000,-1.738697,0.633276,0.000000,0.000000,0.319877,0.132525,11.308553
5.500000,1.191525,-0.745502,0.378465,0.183020,-0.000000,0.000000,-1.719510,0.610454,0.000000,0.000000,0.308684,0.149766,11.298306
5.520000,1.198811,-0.741691,0.350223,0.198137,-0.000000,0.000000,-1.702643,0.588875,0.000000,0.000000,0.290742,0.165120,11.290430
5.540000,1.205533,-0.737578,0.321922,0.213123,-0.000000,-0.000000,-1.688038,0.568422,0.000000,0.000000,0.270234,0.177744,11.285363
5.560000,1.211687,-0.733166,0.293468,0.228006,0.000000,0.000000,-1.675653,0.548985,0.000000,0.000000,0.243694,0.189934,11.282999
5.580000,1.217271,-0.728458,0.264824,0.242822,-0.000000,-0.000000,-1.665456,0.530465,0.000000,0.000000,0.228038,0.208786,11.276332
5.600000,1.222279,-0.723454,0.235931,0.257572,0.000000,0.000000,-1.657426,0.512764,0.000000,0.000000,0.203783,0.222229,11.272277
5.620000,1.226705,-0.718156,0.206685,0.272248,-0.000000,0.000000,-1.651552,0.495793,0.000000,0.000000,0.180733,0.239184,11.267665
5.640000,1.230543,-0.712564,0.177027,0.286868,0.000000,-0.000000,-1.647837,0.479467,0.000000,0.000000,0.155680,0.251628,11.266006
5.660000,1.233784,-0.706681,0.146925,0.301444,0.000000,0.000000,-1.646293,0.463703,0.000000,0.000000,0.129701,0.264755,11.266435
5.680000,1.236417,-0.700507,0.116301,0.315958,0.000000,0.000000,-1.646941,0.448419,0.000000,0.000000,0.102511,0.278669,11.265630
5.700000,1.238432,-0.694043,0.085079,0.330419,-0.000000,-0.000000,-1.649815,0.433534,0.000000,0.000000,0.072481,0.285648,11.270318
5.720000,1.239816,-0.687291,0.053241,0.344799,0.000000,0.000000,-1.654960,0.418968,0.000000,0.000000,0.046190,0.298967,11.270671
5.740000,1.240557,-0.680252,0.020720,0.359077,-0.000000,-0.000000,-1.662429,0.404636,0.000000,0.000000,0.017135,0.307651,11.276471
5.760000,1.240639,-0.672928,-0.012564,0.373281,-0.000000,0.000000,-1.672290,0.390455,0.000000,0.000000,-0.009618,0.317059,11.280678
5.780000,1.240049,-0.665322,-0.046631,0.387341,0.000000,-0.000000,-1.684622,0.376333,0.000000,0.000000,-0.039043,0.317288,11.289648
5.800000,1.238769,-0.657436,-0.081513,0.401210,0.000000,0.000000,-1.699515,0.362176,0.000000,0.000000,-0.067518,0.324211,11.296141
5.820000,1.236782,-0.649274,-0.117278,0.414920,0.000000,-0.000000,-1.717070,0.347883,0.000000,0.000000,-0.092363,0.331966,11.305734
5.840000,1.234072,-0.640840,-0.153947,0.428414,0.000000,0.000000,-1.737406,0.333342,0.000000,0.000000,-0.120140,0.334998,11.314703
5.860000,1.230618,-0.632140,-0.191579,0.441595,0.000000,0.000000,-1.760652,0.318432,0.000000,0.000000,-0.146137,0.331878,11.327570
5.880000,1.226402,-0.623179,-0.230197,0.454411,-0.000000,0.000000,-1.786954,0.303022,0.000000,0.000000,-0.168859,0.332183,11.339357
5.900000,1.221404,-0.613966,-0.269762,0.466844,-0.000000,0.000000,-1.816468,0.286962,0.000000,0.000000,-0.186293,0.321239,11.356787
5.920000,1.215605,-0.604509,-0.310295,0.478796,-0.000000,0.000000,-1.849364,0.270086,0.000000,0.000000,-0.203835,0.316430,11.373277
5.940000,1.208985,-0.594818,-0.351850,0.490215,-0.000000,-0.000000,-1.885829,0.252205,0.000000,0.000000,-0.219623,0.307859,11.391521
5.960000,1.201524,-0.584904,-0.394404,0.501017,0.000000,-0.000000,-1.926069,0.233108,0.000000,0.000000,-0.225964,0.287898,11.415267
5.980000,1.193203,-0.574782,-0.437911,0.511085,0.000000,0.000000,-1.970299,0.212553,0.000000,0.000000,-0.227237,0.267138,11.439233
6.000000,1.184001,-0.564466,-0.482417,0.520319,0.000000,0.000000,-2.018750,0.190264,0.000000,0.000000,-0.230838,0.248064,11.462820
6.020000,1.173899,-0.553975,-0.527893,0.528592,-0.000000,-0.000000,-2.071674,0.165928,0.000000,0.000000,-0.224523,0.218825,11.491565
6.040000,1.162879,-0.543329,-0.574298,0.535814,0.000000,-0.000000,-2.129331,0.139184,0.000000,0.000000,-0.207348,0.185268,11.522547
6.060000,1.150921,-0.532550,-0.621579,0.541909,-0.000000,-0.000000,-2.191999,0.109613,0.000000,0.000000,-0.194470,0.164014,11.551284
6.080000,1.138010,-0.521661,-0.669672,0.546736,0.000000,-0.000000,-2.259957,0.076729,0.000000,0.000000,-0.163108,0.125617,11.586036
6.100000,1.124130,-0.510690,-0.718470,0.550176,-0.000000,-0.000000,-2.333492,0.039967,0.000000,0.000000,-0.115175,0.095292,11.622969
6.120000,1.109268,-0.499664,-0.767843,0.552079,-0.000000,0.000000,-2.412880,-0.001329,0.000000,0.000000,-0.058555,0.052262,11.661432
6.140000,1.093413,-0.488618,-0.817734,0.552229,0.000000,-0.000000,-2.498382,-0.047919,0.000000,0.000000,0.000751,0.005225,11.699379
6.160000,1.076555,-0.477588,-0.868050,0.550470,0.000000,-0.000000,-2.590243,-0.100689,0.000000,0.000000,0.072039,-0.034396,11.740816
6.180000,1.058688,-0.466613,-0.918733,0.546639,0.000000,0.000000,-2.688670,-0.160673,0.000000,0.000000,0.159021,-0.090043,11.784201
6.200000,1.039804,-0.455737,-0.969667,0.540555,-0.000000,0.000000,-2.793813,-0.229086,0.000000,0.000000,0.237782,-0.130226,11.825970
6.220000,1.019900,-0.445007,-1.020806,0.532048,0.000000,0.000000,-2.905739,-0.307357,0.000000,0.000000,0.341318,-0.182692,11.872524
6.240000,0.998972,-0.434473,-1.071993,0.520895,0.000000,0.000000,-3.024389,-0.397174,0.000000,0.000000,0.467035,-0.230137,11.921079
6.260000,0.977020,-0.424190,-1.123156,0.506938,0.000000,0.000000,-3.149522,-0.500535,0.000000,0.000000,0.592908,-0.266547,11.968837
6.280000,0.954047,-0.414216,-1.174116,0.489918,0.000000,-0.000000,-3.280639,-0.619817,0.000000,0.000000,0.737046,-0.312429,12.019337
6.300000,0.930058,-0.404615,-1.224774,0.469594,-0.000000,0.000000,-3.416869,-0.757846,0.000000,0.000000,0.889951,-0.343978,12.069794
6.320000,0.905059,-0.395456,-1.274941,0.445671,-0.000000,-0.000000,-3.556824,-0.917997,0.000000,0.000000,1.060675,-0.372857,12.122005
6.340000,0.879064,-0.386815,-1.324458,0.417800,-0.000000,0.000000,-3.698369,-1.104300,0.000000,0.000000,1.237888,-0.391914,12.173550
6.360000,0.852087,-0.378773,-1.373137,0.385588,-0.000000,-0.000000,-3.838317,-1.321569,0.000000,0.000000,1.429254,-0.404685,12.227512
6.380000,0.824147,-0.371423,-1.420635,0.348614,-0.000000,0.000000,-3.971958,-1.575531,0.000000,0.000000,1.626573,-0.401756,12.278773
6.400000,0.795271,-0.364864,-1.466602,0.306307,0.000000,-0.000000,-4.092367,-1.872939,0.000000,0.000000,1.838546,-0.386284,12.331818
6.420000,0.765495,-0.359210,-1.510609,0.258039,-0.000000,0.000000,-4.189421,-2.221612,0.000000,0.000000,2.048076,-0.353874,12.383810
6.440000,0.734864,-0.354587,-1.551988,0.203095,0.000000,0.000000,-4.248288,-2.630267,0.000000,0.000000,2.269760,-0.299381,12.435965
6.460000,0.703440,-0.351137,-1.589709,0.140602,-0.000000,0.000000,-4.247241,-3.107832,0.000000,0.000000,2.473152,-0.223484,12.483501
6.480000,0.671309,-0.349020,-1.622472,0.069616,0.000000,-0.000000,-4.154634,-3.661619,0.000000,0.000000,2.671854,-0.114087,12.528213
6.500000,0.638587,-0.348415,-1.648368,-0.010780,0.000000,0.000000,-3.925065,-4.293200,0.000000,0.000000,2.840757,0.018973,12.567336
6.520000,0.604310,-0.350090,-1.811695,-0.176484,0.000000,0.000000,-3.488100,-5.012951,-10.574240,-5.099537,4.203138,0.410433,12.865981
6.540000,0.566222,-0.355582,-1.990804,-0.373637,0.000000,-0.000000,-2.677917,-5.840009,-11.484182,-5.296958,6.185092,1.159598,13.259987
6.560000,0.524959,-0.365054,-2.127802,-0.573352,-0.000000,-0.000000,-1.223614,-6.615776,-12.645969,-5.517528,8.212659,2.214608,13.636744
6.580000,0.481443,-0.378468,-2.215209,-0.765562,0.000000,0.000000,1.046943,-6.856369,-14.093528,-5.724540,9.962223,3.445905,13.955368
6.600000,0.436675,-0.395497,-2.254787,-0.930748,0.000000,0.000000,3.600163,-5.941211,-15.842163,-5.859985,11.170062,4.611850,14.183605
6.620000,0.391422,-0.415374,-2.269099,-1.047847,0.000000,-0.000000,5.301731,-4.132213,-17.874177,-5.851941,11.913479,5.504066,14.331768
6.640000,0.345856,-0.437049,-2.291132,-1.111202,-0.000000,-0.000000,5.851859,-2.389830,-20.144024,-5.633833,12.569026,6.094929,14.449890
6.660000,0.299629,-0.459500,-2.296313,-1.117586,-0.000000,-0.000000,5.713507,-1.154831,0.000000,0.000000,12.684893,6.171707,14.468905
6.680000,0.256992,-0.480948,-1.984273,-1.031515,0.000000,0.000000,5.341486,-0.418772,0.000000,0.000000,7.943483,4.132675,13.709000
6.700000,0.219735,-0.500895,-1.751644,-0.965817,-0.000000,-0.000000,4.953440,0.015821,0.000000,0.000000,5.259760,2.899782,13.208275
6.720000,0.186597,-0.519667,-1.568809,-0.913141,-0.000000,-0.000000,4.596829,0.288467,0.000000,0.000000,3.601931,2.096010,12.855208
6.740000,0.156759,-0.537480,-1.419647,-0.869419,0.000000,-0.000000,4.279486,0.467299,0.000000,0.000000,2.516213,1.540799,12.593534
6.760000,0.129652,-0.554487,-1.294486,-0.832187,0.000000,0.000000,3.999160,0.588371,0.000000,0.000000,1.772244,1.140085,12.391945
6.780000,0.104862,-0.570800,-1.187138,-0.799863,0.000000,0.000000,3.751343,0.672160,0.000000,0.000000,1.246141,0.840128,12.232255
6.800000,0.082076,-0.586507,-1.093434,-0.771371,0.000000,-0.000000,3.531468,0.730985,0.000000,0.000000,0.865419,0.610934,12.103148
6.820000,0.061053,-0.601676,-1.010450,-0.745960,-0.000000,-0.000000,3.335494,0.772618,0.000000,0.000000,0.584130,0.431425,11.996375
6.840000,0.041601,-0.616362,-0.936047,-0.723038,0.000000,0.000000,3.160007,0.802149,0.000000,0.000000,0.374179,0.289352,11.907224
6.860000,0.023565,-0.630611,-0.868630,-0.702168,-0.000000,0.000000,3.002161,0.823018,0.000000,0.000000,0.216664,0.176979,11.832096
6.880000,0.006817,-0.644460,-0.806978,-0.683012,0.000000,0.000000,2.859594,0.837615,0.000000,0.000000,0.096186,0.082740,11.766982
6.900000,-0.008746,-0.657941,-0.750135,-0.665297,0.000000,0.000000,2.730339,0.847637,0.000000,0.000000,0.004462,0.004080,11.710232
6.920000,-0.023215,-0.671080,-0.697346,-0.648815,0.000000,0.000000,2.612751,0.854314,0.000000,0.000000,-0.062220,-0.054396,11.663135
6.940000,-0.036663,-0.683900,-0.647995,-0.633384,-0.000000,-0.000000,2.505446,0.858551,0.000000,0.000000,-0.115321,-0.111872,11.618409
6.960000,-0.049154,-0.696421,-0.601579,-0.618849,0.000000,0.000000,2.407256,0.861027,0.000000,0.000000,-0.152681,-0.155365,11.580720
6.980000,-0.060743,-0.708660,-0.557681,-0.605092,-0.000000,0.000000,2.317186,0.862254,0.000000,0.000000,-0.179123,-0.191869,11.547282
7.000000,-0.071476,-0.720630,-0.515954,-0.592012,0.000000,-0.000000,2.234385,0.862629,0.000000,0.000000,-0.197110,-0.224522,11.516721
7.020000,-0.081394,-0.732344,-0.476096,-0.579510,-0.000000,0.000000,2.158121,0.862456,0.000000,0.000000,-0.206600,-0.248548,11.491042
7.040000,-0.090531,-0.743813,-0.437857,-0.567504,0.000000,0.000000,2.087764,0.861979,0.000000,0.000000,-0.212074,-0.272916,11.465766
7.060000,-0.098917,-0.755047,-0.401012,-0.555917,0.000000,0.000000,2.022766,0.861388,0.000000,0.000000,-0.212353,-0.294083,11.442590
7.080000,-0.106579,-0.766053,-0.365372,-0.544694,-0.000000,0.000000,1.962647,0.860839,0.000000,0.000000,-0.207971,-0.305690,11.424420
7.100000,-0.113539,-0.776837,-0.330768,-0.533764,0.000000,-0.000000,1.906992,0.860459,0.000000,0.000000,-0.200036,-0.321484,11.405582
7.120000,-0.119816,-0.787405,-0.297051,-0.523073,0.000000,0.000000,1.855433,0.860353,0.000000,0.000000,-0.189340,-0.328127,11.391202
7.140000,-0.125426,-0.797761,-0.264089,-0.512569,0.000000,-0.000000,1.807648,0.860608,0.000000,0.000000,-0.176247,-0.336068,11.376894
7.160000,-0.130384,-0.807908,-0.231763,-0.502199,-0.000000,-0.000000,1.763353,0.861303,0.000000,0.000000,-0.160751,-0.348143,11.360541
7.180000,-0.134700,-0.817849,-0.199965,-0.491919,0.000000,0.000000,1.722296,0.862503,0.000000,0.000000,-0.144150,-0.348996,11.350178
7.200000,-0.138385,-0.827585,-0.168597,-0.481682,0.000000,0.000000,1.684254,0.864270,0.000000,0.000000,-0.124849,-0.352664,11.339133
7.220000,-0.141446,-0.837117,-0.137575,-0.471432,-0.000000,-0.000000,1.649029,0.866659,0.000000,0.000000,-0.104397,-0.357099,11.328279
7.240000,-0.143890,-0.846443,-0.106815,-0.461136,-0.000000,-0.000000,1.616446,0.869723,0.000000,0.000000,-0.083647,-0.352057,11.322611
7.260000,-0.145720,-0.855562,-0.076243,-0.450763,-0.000000,-0.000000,1.586348,0.873512,0.000000,0.000000,-0.061054,-0.353420,11.313379
7.280000,-0.146940,-0.864472,-0.045799,-0.440246,-0.000000,0.000000,1.558595,0.878078,0.000000,0.000000,-0.038002,-0.348825,11.307381
7.300000,-0.147552,-0.873171,-0.015403,-0.429588,-0.000000,0.000000,1.533064,0.883472,0.000000,0.000000,-0.015001,-0.339998,11.305226
7.320000,-0.147557,-0.881654,0.014987,-0.418711,0.000000,-0.000000,1.509642,0.889746,0.000000,0.000000,0.011747,-0.343459,11.296157
