[Name]
Series 1 at /POINT:Point 1

[Data]
Time [ s ],Velocity v [ m s^-1 ]	
0	0.047685562
1E-04	0.048118352
0.0002	0.048214105
0.0003	0.048418259
0.00035	0.048583125
0.0004	0.048732911
0.0005	0.048989241
0.0006	0.049142697
0.0007	0.049325449
0.0008	0.049624323
0.0009	0.049959259
0.001	0.050221406
0.0011	0.050437353
0.0012	0.050694344
0.0013	0.05096551
0.0014	0.051127214
0.0015	0.051166169
0.0016	0.051238738
0.0017	0.051458173
0.0018	0.051694917
0.0019	0.05171544
0.002	0.051495007
0.0021	0.051260454
0.0022	0.051197118
0.0023	0.051219836
0.0024	0.051126813
0.0025	0.050920085
0.0026	0.050836047
0.0027	0.051046244
0.0028	0.051433209
0.0029	0.051751572
0.003	0.051898448
0.0031	0.05194426
0.0032	0.051945228
0.0033	0.051867126
0.0034	0.051723613
0.0035	0.051665153
0.0036	0.051833382
0.0037	0.052163059
0.0038	0.05246584
0.0039	0.052674935
0.004	0.052911171
0.0041	0.053255628
0.0042	0.053545821
0.0043	0.053506744
0.0044	0.053055089
0.0045	0.052379829
0.0046	0.051726232
0.0047	0.051231005
0.0048	0.050977663
0.0049	0.051106079
0.005	0.051715506
0.0051	0.0526422
0.0052	0.05348449
0.0053	0.0539087
0.0054	0.053928922
0.0055	0.053786704
0.0056	0.053651965
0.0057	0.053537973
0.0058	0.053459215
0.0059	0.053514609
0.006	0.053758157
0.0061	0.054070114
0.0062	0.054292724
0.0063	0.054432916
0.0064	0.054586728
0.0065	0.054671305
0.0066	0.054394293
0.0067	0.05362576
0.0068	0.052736066
0.0069	0.052362903
0.007	0.052803151
0.0071	0.053670936
0.0072	0.054257521
0.0073	0.054243304
0.0074	0.053923009
0.0075	0.053750537
0.0076	0.053888871
0.0077	0.054150278
0.0078	0.054293218
0.0079	0.054237696
0.008	0.054029807
0.0081	0.053741221
0.0082	0.053466389
0.0083	0.053329261
0.0084	0.053408462
0.0085	0.053636221
0.0086	0.053872768
0.0087	0.054098035
0.0088	0.054409515
0.0089	0.054841967
0.009	0.055207845
0.0091	0.055236568
0.0092	0.054863167
0.0093	0.054272636
0.0094	0.053743916
0.0095	0.053413493
0.0096	0.053293222
0.0097	0.053377354
0.0098	0.053653672
0.0099	0.053976158
0.01	0.054050807
0.0101	0.053707939
0.0102	0.053101575
0.0103	0.052564738
0.0104	0.052301696
0.0105	0.052273695
0.0106	0.052349201
0.010700001	0.05248213
0.0108	0.052704136
0.0109	0.052989466
0.011	0.053196153
0.0111	0.053204401
0.0112	0.053048762
