[Name]
Series 1 at /POINT:Point 1

[Data]
Time [ s ],Velocity v [ m s^-1 ]	
0	0.062126415
1E-04	0.062692674
0.0002	0.062811711
0.0003	0.063079211
0.00035	0.063294076
0.0004	0.063487984
0.0005	0.063818375
0.0006	0.064014592
0.0007	0.064255417
0.0008	0.064648334
0.0009	0.065083066
0.001	0.06542261
0.0011	0.06570544
0.0012	0.066041697
0.0013	0.066391857
0.0014	0.066598965
0.0015	0.066650978
0.0016	0.066751223
0.0017	0.067039739
0.0018	0.067345287
0.0019	0.067367595
0.002	0.067081177
0.0021	0.066781113
0.0022	0.066702902
0.0023	0.066732481
0.0024	0.066608136
0.0025	0.066340325
0.0026	0.06623633
0.0027	0.066512775
0.0028	0.067013258
0.0029	0.067420469
0.003	0.067607371
0.0031	0.067666331
0.0032	0.067667056
0.0033	0.067564943
0.0034	0.067381309
0.0035	0.067313074
0.0036	0.067538092
0.0037	0.067966846
0.0038	0.068353626
0.0039	0.068620401
0.004	0.068927363
0.0041	0.069373995
0.0042	0.069747003
0.0043	0.069693125
0.0044	0.069106958
0.0045	0.068235377
0.0046	0.067395545
0.0047	0.066760214
0.0048	0.066436077
0.0049	0.066611665
0.005	0.067406368
0.0051	0.068597161
0.0052	0.069665059
0.0053	0.07019526
0.0054	0.070210522
0.0055	0.070019424
0.0056	0.06983543
0.0057	0.069670988
0.0058	0.069542636
0.0059	0.069574849
0.006	0.069832944
0.0061	0.070161291
0.0062	0.070371182
0.0063	0.070490313
0.0064	0.070655857
0.0065	0.070744437
0.0066	0.070348234
0.0067	0.069281462
0.0068	0.068068824
0.0069	0.067544354
0.007	0.068057753
0.0071	0.069056228
0.0072	0.069672672
0.0073	0.069548647
0.0074	0.069124125
0.0075	0.069063274
0.0076	0.069592804
0.0077	0.070437165
0.0078	0.071241471
0.0079	0.071843004
0.008	0.072189674
0.0081	0.072214918
0.0082	0.071924646
0.0083	0.071398303
0.0084	0.070721688
0.0085	0.069912376
0.0086	0.068996183
0.0087	0.068168984
0.0088	0.067774608
0.0089	0.067976197
0.009	0.068597094
0.0091	0.069323071
0.0092	0.069922879
0.0093	0.070337523
0.0094	0.070491358
0.0095	0.070255782
0.0096	0.069626723
0.0097	0.068841723
0.0098	0.068244791
0.0099	0.067937141
0.01	0.06772888
0.0101	0.06739975
0.0102	0.066992566
0.0103	0.066768079
0.0104	0.066863912
0.0105	0.067174061
0.0106	0.067529556
0.010700001	0.067957986
0.0108	0.068589485
0.0109	0.069404001
0.011	0.070134017
0.0111	0.070535123
0.0112	0.070688043
0.0113	0.070969689
0.0114	0.071636386
0.0115	0.072564546
0.0116	0.073254016
0.0117	0.073252489
0.0118	0.072541657
0.0119	0.071521527
0.012	0.070706619
0.0121	0.070451279
0.0122	0.070808647
0.0123	0.07140783
0.0124	0.071707593
0.0125	0.071439503
0.0126	0.070827214
0.0127	0.070392729
0.0128	0.07049446
0.0129	0.071034673
0.013	0.071651392
0.0131	0.072097884
0.0132	0.072323118
0.0133	0.072282239
0.0134	0.071851504
0.0135	0.071037654
0.0136	0.070104465
0.0137	0.069445367
0.0138	0.069221223
0.0139	0.069195065
0.014	0.069078221
0.0141	0.068911186
0.0142	0.068970692
0.0143	0.069479647
0.0144	0.070253342
0.0145	0.070834093
0.0146	0.070912966
0.0147	0.07060139
0.0148	0.070289553
0.0149	0.070294631
0.015	0.07065244
0.0151	0.071201415
0.0152	0.0717494
0.0153	0.072228424
0.0154	0.07281434
0.0155	0.073742819
0.0156	0.074962161
0.015699999	0.075928229
0.015799999	0.076047311
0.015900001	0.075122343
0.016000001	0.073566654
0.016100001	0.072082915
0.0162	0.071046127
0.0163	0.0703834
0.0164	0.069901057
0.0165	0.069638199
0.0166	0.069820505
0.0167	0.0705035
0.016799999	0.07140087
0.016899999	0.072130489
0.017000001	0.072507752
0.017100001	0.072527124
0.017200001	0.072212739
0.0173	0.071551764
0.0174	0.07072
0.0175	0.070140207
0.0176	0.070119862
0.0177	0.070456723
0.0178	0.070661319
0.017899999	0.07044304
0.017999999	0.070054788
0.018100001	0.069995805
0.018200001	0.070441298
0.018300001	0.071074283
0.0184	0.071449961
0.0185	0.071360035
0.0186	0.070878467
0.0187	0.070223034
0.0188	0.069603217
0.0189	0.06922288
0.018999999	0.069176399
0.019099999	0.069282569
0.019200001	0.069233226
0.019300001	0.068974829
0.019400001	0.06886906
0.0195	0.069345843
0.0196	0.070454868
0.0197	0.071861616
0.0198	0.073227709
0.0199	0.074447915
0.02	0.07538544
0.020099999	0.075711396
0.020199999	0.075042628
0.020300001	0.073331106
0.020400001	0.071040202
0.020500001	0.068865611
0.0206	0.067259336
0.0207	0.066332757
0.0208	0.066122029
0.0209	0.066621998
0.021	0.067570611
0.0211	0.068401272
0.021199999	0.068623485
0.021299999	0.068239604
0.021400001	0.067667488
0.021500001	0.067300554
0.021600001	0.06726138
0.0217	0.067612904
0.0218	0.068604527
0.0219	0.070418603
0.022	0.072645149
0.0221	0.074348602
0.0222	0.074859061
