t	u	v	z						
3.50E-03	0.051665153	3.55E-04	1.76E-01						
3.60E-03	0.051833382	8.36E-04	1.98E-01						
3.70E-03	0.052163059	9.78E-04	2.04E-01						
3.80E-03	0.05246584	5.11E-04	1.67E-01						
3.90E-03	0.052674935	-3.11E-04	8.15E-02						
4.00E-03	0.052911171	-2.64E-04	-3.48E-02						
4.10E-03	0.053255628	1.73E-04	-1.59E-01						
4.20E-03	0.053545821	2.05E-04	-2.28E-01						
4.30E-03	0.053506744	-5.70E-04	-1.53E-01						
4.40E-03	0.053055089	-1.24E-03	6.43E-02						
4.50E-03	0.052379829	-1.42E-03	2.98E-01						
4.60E-03	0.051726232	-6.62E-04	4.00E-01						
4.70E-03	0.051231005	6.05E-04	3.32E-01						
4.80E-03	0.050977663	1.30E-03	1.74E-01						
4.90E-03	0.051106079	1.63E-03	1.31E-02						
5.00E-03	0.051715506	1.74E-03	-1.04E-01						
5.10E-03	0.0526422	1.36E-03	-1.32E-01						
5.20E-03	0.05348449	-1.02E-05	-2.33E-02						
5.30E-03	0.0539087	-1.92E-03	2.10E-01						
5.40E-03	0.053928922	-2.27E-03	4.49E-01						
5.50E-03	0.053786704	-9.46E-04	5.37E-01						
5.60E-03	0.053651965	4.48E-04	4.35E-01						
5.70E-03	0.053537973	1.09E-03	2.22E-01						
5.80E-03	0.053459215	9.54E-04	1.75E-02						
5.90E-03	0.053514609	7.65E-04	-8.90E-02						
6.00E-03	0.053758157	6.00E-04	-1.01E-01						
6.10E-03	0.054070114	2.69E-04	-8.80E-02						
6.20E-03	0.054292724	-4.45E-04	-1.13E-01						
6.30E-03	0.054432916	-8.12E-04	-1.95E-01						
6.40E-03	0.054586728	-4.18E-04	-2.91E-01						
6.50E-03	0.054671305	-3.30E-04	-3.30E-01						
6.60E-03	0.054394293	-1.00E-03	-2.89E-01						
6.70E-03	0.05362576	-1.99E-03	-1.99E-01						
6.80E-03	0.052736066	-1.97E-03	-1.02E-01						
6.90E-03	0.052362903	3.18E-04	-1.80E-02						
7.00E-03	0.052803151	1.98E-03	6.43E-02						
7.10E-03	0.053670936	1.19E-03	1.64E-01						
7.20E-03	0.054257521	-1.79E-03	2.41E-01						
7.30E-03	0.054243304	-5.38E-03	1.98E-01						
7.40E-03	0.053923009	-6.52E-03	6.97E-03						
7.50E-03	0.053750537	-5.56E-03	-2.11E-01						
7.60E-03	0.053888871	-4.59E-03	-2.70E-01						
7.70E-03	0.054150278	-5.28E-03	-1.34E-01						
7.80E-03	0.054293218	-8.25E-03	6.85E-02						
7.90E-03	0.054237696	-1.29E-02	1.75E-01						
8.00E-03	0.054029807	-1.77E-02	1.40E-01						
8.10E-03	0.053741221	-2.24E-02	4.48E-02						
8.20E-03	0.053466389	-2.82E-02	5.61E-04						
8.30E-03	0.053329261	-3.59E-02	7.20E-02						
8.40E-03	0.053408462	-4.61E-02	2.42E-01						
8.50E-03	0.053636221	-6.03E-02	4.24E-01						
8.60E-03	0.053872768	-8.01E-02	4.94E-01						
8.70E-03	0.054098035	-1.05E-01	3.76E-01						
8.80E-03	0.054409515	-1.30E-01	1.20E-01						
8.90E-03	0.054841967	-1.53E-01	-1.57E-01						
9.00E-03	0.055207845	-1.67E-01	-3.53E-01						
9.10E-03	0.055236568	-1.68E-01	-4.34E-01						
9.20E-03	0.054863167	-1.51E-01	-4.22E-01						
9.30E-03	0.054272636	-1.13E-01	-3.42E-01						
9.40E-03	0.053743916	-5.76E-02	-2.18E-01						
9.50E-03	0.053413493	4.00E-03	-7.27E-02						
9.60E-03	0.053293222	6.33E-02	4.78E-02						
9.70E-03	0.053377354	1.16E-01	9.49E-02						
9.80E-03	0.053653672	1.66E-01	6.16E-02						
9.90E-03	0.053976158	2.12E-01	-3.49E-03						
1.00E-02	0.054050807	2.42E-01	-3.50E-02						
1.01E-02	0.053707939	2.41E-01	-1.14E-02						
1.02E-02	0.053101575	1.97E-01	1.89E-02						
1.03E-02	0.052564738	1.22E-01	-1.91E-03						
1.04E-02	0.052301696	4.12E-02	-8.92E-02						
1.05E-02	0.052273695	-1.86E-02	-1.89E-01						
1.06E-02	0.052349201	-2.88E-02	-2.12E-01						
1.07E-02	0.05248213	1.09E-02	-9.91E-02						
1.08E-02	0.052704136	6.45E-02	8.56E-02						
1.09E-02	0.052989466	9.53E-02	2.07E-01						
1.10E-02	0.053196153	9.11E-02	2.14E-01						
1.11E-02	0.053204401	6.74E-02	1.79E-01						
1.12E-02	0.053048762	4.50E-02	1.74E-01						
1.13E-02	0.052910902	4.51E-02	1.78E-01						
1.14E-02	0.052975692	7.25E-02	1.30E-01						
1.15E-02	0.053302884	1.16E-01	1.32E-02						
1.16E-02	0.053792738	1.48E-01	-1.33E-01						
1.17E-02	0.054242558	1.43E-01	-2.42E-01						
1.18E-02	0.054468793	9.21E-02	-2.46E-01						
1.19E-02	0.054433189	4.27E-03	-1.28E-01						
1.20E-02	0.054321523	-9.53E-02	7.38E-02						
1.21E-02	0.054427512	-1.82E-01	2.81E-01						
1.22E-02	0.054805499	-2.38E-01	3.90E-01						
1.23E-02	0.055177511	-2.59E-01	3.18E-01						
1.24E-02	0.055158502	-2.45E-01	8.60E-02						
1.25E-02	0.054700958	-2.10E-01	-1.98E-01						
1.26E-02	0.054245509	-1.68E-01	-3.76E-01						
1.27E-02	0.054297907	-1.31E-01	-3.66E-01						
1.28E-02	0.054987156	-1.13E-01	-1.90E-01						
1.29E-02	0.055935659	-1.06E-01	4.44E-02						
1.30E-02	0.05659692	-9.25E-02	1.94E-01						
1.31E-02	0.056734445	-6.70E-02	1.83E-01						
1.32E-02	0.056449823	-3.30E-02	5.81E-02						
1.33E-02	0.055917565	1.07E-04	-5.97E-02						
1.34E-02	0.055279823	2.30E-02	-5.28E-02						
1.35E-02	0.054698505	3.88E-02	9.33E-02						
1.36E-02	0.054413876	5.83E-02	2.88E-01						
1.37E-02	0.054634205	8.94E-02	4.00E-01						
1.38E-02	0.055304244	1.30E-01	3.57E-01						
1.39E-02	0.05601167	1.73E-01	1.91E-01						
1.40E-02	0.056306645	2.04E-01	-5.22E-03						
1.41E-02	0.056067257	2.08E-01	-1.59E-01						
1.42E-02	0.055557755	1.83E-01	-2.23E-01						
1.43E-02	0.055126727	1.32E-01	-1.94E-01						
1.44E-02	0.054858011	6.84E-02	-8.76E-02						
1.45E-02	0.054569467	1.64E-02	5.41E-02						
1.46E-02	0.05407981	-1.03E-02	1.54E-01						
1.47E-02	0.053441055	-2.33E-02	1.34E-01						
1.48E-02	0.052940862	-4.34E-02	-2.99E-02						
1.49E-02	0.052842759	-8.73E-02	-2.53E-01						
1.50E-02	0.053145296	-1.49E-01	-3.98E-01						
1.51E-02	0.053580916	-2.00E-01	-3.83E-01						
1.52E-02	0.053825104	-2.09E-01	-2.32E-01						
1.53E-02	0.053714847	-1.62E-01	-3.72E-03						
1.54E-02	0.053423193	-7.24E-02	2.33E-01						
1.55E-02	0.05333149	2.83E-02	3.88E-01						
1.56E-02	0.053685585	1.16E-01	3.93E-01						
1.57E-02	0.054339928	1.75E-01	2.63E-01						
1.58E-02	0.054957227	2.07E-01	8.52E-02						
1.59E-02	0.055395048	2.19E-01	-4.39E-02						
1.60E-02	0.055915903	2.09E-01	-1.01E-01						
1.61E-02	0.056879162	1.75E-01	-1.10E-01						
1.62E-02	0.05826597	1.16E-01	-8.39E-02						
1.63E-02	0.059544247	4.10E-02	1.88E-04						
1.64E-02	0.060060225	-2.67E-02	1.35E-01						
1.65E-02	0.059623423	-6.99E-02	2.63E-01						
1.66E-02	0.058517335	-8.58E-02	3.35E-01						
1.67E-02	0.057071189	-7.82E-02	3.49E-01						
1.68E-02	0.055479329	-5.33E-02	3.17E-01						
1.69E-02	0.053947375	-1.89E-02	2.48E-01						
1.70E-02	0.052834348	1.65E-02	1.43E-01						
1.71E-02	0.052467803	4.16E-02	1.29E-02						
1.72E-02	0.052818936	4.38E-02	-1.02E-01						
1.73E-02	0.053543561	2.00E-02	-1.28E-01						
1.74E-02	0.054365417	-1.95E-02	-3.26E-02						
1.75E-02	0.055225811	-5.48E-02	1.08E-01						
1.76E-02	0.056127863	-6.85E-02	1.60E-01						
1.77E-02	0.056828851	-4.99E-02	8.32E-02						
1.78E-02	0.056973404	-5.74E-04	-2.80E-02						
1.79E-02	0.056457564	7.52E-02	-5.12E-02						
1.80E-02	0.05564426	1.64E-01	4.77E-02						
1.81E-02	0.055050039	2.38E-01	1.98E-01						
1.82E-02	0.054873665	2.74E-01	3.05E-01						
1.83E-02	0.054927332	2.59E-01	3.20E-01						
1.84E-02	0.054926506	1.93E-01	2.71E-01						
1.85E-02	0.054775939	9.06E-02	2.07E-01						
1.86E-02	0.054519743	-3.04E-02	9.54E-02						
1.87E-02	0.054205907	-1.34E-01	-1.13E-01						
1.88E-02	0.053916862	-1.76E-01	-3.57E-01						
1.89E-02	0.053784576	-1.39E-01	-4.75E-01						
1.90E-02	0.053880367	-3.86E-02	-3.94E-01						
1.91E-02	0.054063907	8.91E-02	-1.77E-01						
1.92E-02	0.054066565	1.97E-01	5.37E-02						
1.93E-02	0.053837769	2.49E-01	1.79E-01						
1.94E-02	0.053704978	2.47E-01	1.72E-01						
1.95E-02	0.054046853	2.20E-01	7.94E-02						
1.96E-02	0.054868188	1.99E-01	-2.56E-02						
1.97E-02	0.055737252	1.98E-01	-1.03E-01						
1.98E-02	0.0562047	2.16E-01	-1.28E-01						
1.99E-02	0.056186302	2.35E-01	-6.90E-02						
2.00E-02	0.055928903	2.37E-01	7.05E-02						
2.01E-02	0.055593196	2.11E-01	1.99E-01						
2.02E-02	0.055154134	1.55E-01	2.54E-01						
2.03E-02	0.054627657	8.03E-02	2.58E-01						
2.04E-02	0.054261768	6.25E-03	2.42E-01						
2.05E-02	0.054340706	-4.79E-02	1.87E-01						
2.06E-02	0.054882132	-7.26E-02	8.55E-02						
2.07E-02	0.055545933	-7.23E-02	3.52E-03						
2.08E-02	0.055932594	-5.83E-02	2.72E-02						
2.09E-02	0.05591073	-4.36E-02	1.68E-01						
2.10E-02	0.055459628	-3.49E-02	3.53E-01						
2.11E-02	0.054587765	-2.56E-02	4.50E-01						
2.12E-02	0.053443554	-9.01E-03	3.82E-01						
2.13E-02	0.052369845	2.10E-02	1.83E-01						
2.14E-02	0.051763201	7.07E-02	-5.81E-02						
2.15E-02	0.051801227	1.40E-01	-2.55E-01						
2.16E-02	0.052345987	2.15E-01	-3.52E-01						
2.17E-02	0.053076169	2.60E-01	-3.38E-01						
2.18E-02	0.053762864	2.47E-01	-2.45E-01						
2.19E-02	0.054301118	1.72E-01	-1.41E-01						
2.20E-02	0.054581458	5.65E-02	-9.10E-02						
2.21E-02	0.054469882	-5.47E-02	-1.18E-01						
2.22E-02	0.05397567	-1.15E-01	-1.92E-01						
2.23E-02	0.053367702	-9.80E-02	-2.63E-01						
2.24E-02	0.05297177	-2.90E-02	-2.89E-01						
2.25E-02	0.05294861	4.21E-02	-2.66E-01						
2.26E-02	0.053284237	7.22E-02	-2.08E-01						
2.27E-02	0.05388318	6.43E-02	-1.47E-01						
2.28E-02	0.054695657	4.31E-02	-1.08E-01						
2.29E-02	0.055558875	2.76E-02	-1.03E-01						
2.30E-02	0.056146441	2.73E-02	-1.29E-01						
2.31E-02	0.056142138	2.52E-02	-1.73E-01						
2.32E-02	0.055524608	5.81E-03	-2.06E-01						
2.33E-02	0.054580273	-3.78E-02	-2.02E-01						
2.34E-02	0.053629143	-9.29E-02	-1.68E-01						
2.35E-02	0.052888274	-1.33E-01	-1.62E-01						
2.36E-02	0.052540258	-1.32E-01	-2.46E-01						
2.37E-02	0.052801827	-8.02E-02	-3.98E-01						
2.38E-02	0.053792399	1.30E-02	-5.07E-01						
2.39E-02	0.055273057	1.29E-01	-4.65E-01						
2.40E-02	0.056607757	2.39E-01	-2.36E-01						
2.41E-02	0.057119168	3.10E-01	1.25E-01						
2.42E-02	0.056644712	3.18E-01	4.95E-01						
2.43E-02	0.055657295	2.56E-01	7.27E-01						
2.44E-02	0.054750506	1.66E-01	6.94E-01						
2.45E-02	0.054342852	1.00E-01	3.92E-01						
2.46E-02	0.054572373	8.57E-02	-3.27E-02						
2.47E-02	0.055314158	1.10E-01	-3.60E-01						
2.48E-02	0.0562308	1.43E-01	-4.62E-01						
2.49E-02	0.056883547	1.57E-01	-3.87E-01						
2.50E-02	0.057024286	1.44E-01	-2.45E-01						
2.51E-02	0.056817651	1.18E-01	-9.50E-02						
2.52E-02	0.05663382	8.06E-02	5.49E-02						
2.53E-02	0.056617202	3.07E-02	2.01E-01						
2.54E-02	0.056558881	-2.71E-02	3.06E-01						
2.55E-02	0.056195307	-7.81E-02	2.97E-01						
2.56E-02	0.05555723	-1.01E-01	1.37E-01						
2.57E-02	0.05492023	-9.26E-02	-1.05E-01						
2.58E-02	0.054465175	-6.52E-02	-2.64E-01						
2.59E-02	0.054092309	-3.16E-02	-2.05E-01						
2.60E-02	0.053625615	2.19E-03	3.54E-02						
2.61E-02	0.05314571	3.35E-02	2.87E-01						
2.62E-02	0.052919603	5.86E-02	3.84E-01						
2.63E-02	0.053047162	6.95E-02	2.70E-01						
2.64E-02	0.053367985	6.78E-02	-1.22E-02						
2.65E-02	0.053736241	8.00E-02	-3.50E-01						
2.66E-02	0.05421871	1.22E-01	-6.04E-01						
2.67E-02	0.054931496	1.68E-01	-7.19E-01						
2.68E-02	0.055733247	1.82E-01	-7.57E-01						
2.69E-02	0.056257184	1.44E-01	-7.71E-01						
2.70E-02	0.056247954	6.61E-02	-7.62E-01						
2.71E-02	0.055836378	-2.48E-02	-7.02E-01						
2.72E-02	0.055385867	-1.01E-01	-5.50E-01						
2.73E-02	0.055090556	-1.50E-01	-2.73E-01						
2.74E-02	0.054889133	-1.71E-01	1.01E-01						
2.75E-02	0.054711688	-1.73E-01	4.11E-01						
2.76E-02	0.054576831	-1.59E-01	4.87E-01						
2.77E-02	0.054474996	-1.37E-01	3.46E-01						
2.78E-02	0.054260379	-1.08E-01	1.14E-01						
2.79E-02	0.053826082	-8.02E-02	-1.04E-01						
2.80E-02	0.053356005	-5.57E-02	-2.66E-01						
2.81E-02	0.053197635	-3.65E-02	-3.40E-01						
2.82E-02	0.053526227	-2.31E-02	-3.17E-01						
2.83E-02	0.054173431	-2.03E-02	-2.00E-01						
2.84E-02	0.054905437	-3.11E-02	-3.18E-02						
2.85E-02	0.055660623	-6.45E-02	1.16E-01						
2.86E-02	0.056466773	-1.17E-01	1.86E-01						
2.87E-02	0.057195711	-1.75E-01	1.66E-01						
2.88E-02	0.057571773	-2.29E-01	1.04E-01						
2.89E-02	0.057468217	-2.70E-01	7.60E-02						
2.90E-02	0.057040931	-2.90E-01	1.15E-01						
2.91E-02	0.056580499	-2.80E-01	1.96E-01						
2.92E-02	0.056235669	-2.35E-01	2.60E-01						
2.93E-02	0.055933959	-1.58E-01	2.68E-01						
2.94E-02	0.055520831	-6.97E-02	2.32E-01						
2.95E-02	0.054945899	5.99E-03	1.94E-01						
2.96E-02	0.054318099	5.55E-02	1.64E-01						
2.97E-02	0.053819678	8.06E-02	1.09E-01						
2.98E-02	0.053617671	9.20E-02	-4.89E-03						
2.99E-02	0.053857901	1.05E-01	-1.56E-01						
3.00E-02	0.054539195	1.35E-01	-2.41E-01						
3.01E-02	0.05539452	1.88E-01	-1.73E-01						
3.02E-02	0.05601422	2.53E-01	3.07E-02						
3.03E-02	0.056186661	2.96E-01	2.59E-01						
3.04E-02	0.056070807	2.82E-01	3.66E-01						
3.05E-02	0.056022037	1.92E-01	2.75E-01						
3.06E-02	0.056179722	2.43E-02	1.41E-02						
3.07E-02	0.05632938	-1.83E-01	-2.91E-01						
3.08E-02	0.056210733	-3.57E-01	-4.86E-01						
3.09E-02	0.055823651	-4.25E-01	-5.00E-01						
3.10E-02	0.055409002	-3.66E-01	-3.86E-01						
3.11E-02	0.055161142	-2.27E-01	-2.70E-01						
3.12E-02	0.055124325	-7.77E-02	-2.23E-01						
3.13E-02	0.055245612	2.09E-02	-2.35E-01						
3.14E-02	0.055556901	4.01E-02	-2.36E-01						
3.15E-02	0.056145736	-3.06E-04	-1.88E-01						
3.16E-02	0.057008756	-5.65E-02	-7.50E-02						
3.17E-02	0.057865812	-8.72E-02	1.01E-01						
3.18E-02	0.058279855	-8.60E-02	3.10E-01						
3.19E-02	0.057983097	-7.91E-02	4.87E-01						
3.20E-02	0.057018311	-8.33E-02	5.52E-01						
3.21E-02	0.055666003	-9.56E-02	4.33E-01						
3.22E-02	0.054325867	-1.09E-01	8.65E-02						
3.23E-02	0.053298661	-1.31E-01	-4.06E-01						
3.24E-02	0.052669251	-1.79E-01	-8.19E-01						
3.25E-02	0.05239635	-2.48E-01	-9.64E-01						
3.26E-02	0.052490759	-3.07E-01	-8.80E-01						
3.27E-02	0.053103154	-3.23E-01	-7.20E-01						
3.28E-02	0.054296953	-2.68E-01	-5.71E-01						
3.29E-02	0.055760122	-1.60E-01	-4.41E-01						
3.30E-02	0.056784483	-5.04E-02	-2.98E-01						
3.31E-02	0.056757806	2.11E-02	-1.17E-01						
3.32E-02	0.055745546	6.56E-02	8.86E-02						
3.33E-02	0.054513074	1.18E-01	2.60E-01						
3.34E-02	0.053905783	1.80E-01	3.33E-01						
3.35E-02	0.054211118	2.30E-01	2.90E-01						
3.36E-02	0.055094302	2.40E-01	1.87E-01						
3.37E-02	0.055986132	1.89E-01	1.02E-01						
3.38E-02	0.056515923	8.80E-02	7.39E-02						
3.39E-02	0.056684563	-2.83E-02	7.67E-02						
3.40E-02	0.05662996	-1.18E-01	9.94E-02						
3.41E-02	0.056424372	-1.46E-01	1.53E-01						
3.42E-02	0.056100726	-1.06E-01	2.16E-01						
3.43E-02	0.055754569	-7.01E-03	2.06E-01						
3.44E-02	0.055531627	1.24E-01	6.16E-02						
3.45E-02	0.055459659	2.52E-01	-1.53E-01						
3.46E-02	0.055423969	3.37E-01	-2.85E-01						
3.47E-02	0.055278531	3.50E-01	-2.45E-01						
3.48E-02	0.054989993	2.95E-01	-1.07E-01						
3.49E-02	0.054584077	1.97E-01	-9.84E-03						
3.50E-02	0.054124706	9.51E-02	-1.06E-02						
3.51E-02	0.053642399	2.32E-02	-1.03E-01						
3.52E-02	0.053186971	1.56E-03	-2.52E-01						
3.53E-02	0.05282554	3.41E-02	-3.55E-01						
3.54E-02	0.052611355	9.06E-02	-2.92E-01						
3.55E-02	0.052615982	1.32E-01	-5.86E-02						
3.56E-02	0.052869928	1.37E-01	2.42E-01						
3.57E-02	0.053303389	1.10E-01	4.91E-01						
3.58E-02	0.053767712	6.93E-02	6.13E-01						
3.59E-02	0.054138864	3.75E-02	6.06E-01						
3.60E-02	0.05442124	2.64E-02	5.07E-01						
3.61E-02	0.054746635	2.49E-02	3.70E-01						
3.62E-02	0.055273257	1.50E-02	2.48E-01						
3.63E-02	0.056037307	-2.12E-02	1.67E-01						
3.64E-02	0.056799509	-8.73E-02	1.14E-01						
3.65E-02	0.057201388	-1.61E-01	1.88E-02						
3.66E-02	0.057043896	-2.11E-01	-1.45E-01						
3.67E-02	0.056423128	-2.16E-01	-3.03E-01						
3.68E-02	0.055632681	-1.86E-01	-3.95E-01						
3.69E-02	0.054948739	-1.45E-01	-4.17E-01						
3.70E-02	0.054461581	-1.15E-01	-3.94E-01						
3.71E-02	0.054118037	-1.03E-01	-3.61E-01						
3.72E-02	0.053866157	-1.03E-01	-3.52E-01						
3.73E-02	0.053742807	-1.07E-01	-3.70E-01						
3.74E-02	0.053836639	-1.04E-01	-3.88E-01						
3.75E-02	0.054194275	-7.92E-02	-3.81E-01						
3.76E-02	0.054693235	-2.53E-02	-3.36E-01						
3.77E-02	0.055101348	5.01E-02	-2.54E-01						
3.78E-02	0.055256141	1.28E-01	-1.83E-01						
3.79E-02	0.055141296	1.85E-01	-1.71E-01						
3.80E-02	0.054906131	1.87E-01	-2.28E-01						
3.81E-02	0.054711498	1.09E-01	-3.22E-01						
3.82E-02	0.054620901	-4.80E-02	-3.85E-01						
3.83E-02	0.054578158	-2.39E-01	-3.06E-01						
3.84E-02	0.054460043	-3.93E-01	-3.08E-02						
3.85E-02	0.054159477	-4.47E-01	3.00E-01						
3.86E-02	0.053682157	-3.85E-01	4.47E-01						
3.87E-02	0.053203344	-2.35E-01	3.59E-01						
3.88E-02	0.052939622	-5.00E-02	2.06E-01						
3.89E-02	0.053019285	1.15E-01	1.63E-01						
3.90E-02	0.053472295	2.11E-01	2.15E-01						
3.91E-02	0.054226302	2.37E-01	2.32E-01						
3.92E-02	0.055070859	2.35E-01	1.53E-01						
3.93E-02	0.055681018	2.49E-01	1.11E-02						
3.94E-02	0.055768758	2.98E-01	-1.28E-01						
3.95E-02	0.055289661	3.63E-01	-2.20E-01						
3.96E-02	0.054536061	4.09E-01	-2.48E-01						
3.97E-02	0.053999583	4.00E-01	-2.16E-01						
3.98E-02	0.054026192	3.29E-01	-1.75E-01						
3.99E-02	0.054599884	2.13E-01	-1.90E-01						
4.00E-02	0.055437156	8.17E-02	-2.90E-01						
4.01E-02	0.056236139	-3.19E-02	-4.33E-01						
4.02E-02	0.056811911	-1.09E-01	-5.24E-01						
4.03E-02	0.057063932	-1.55E-01	-4.92E-01						
4.04E-02	0.056924763	-1.82E-01	-3.21E-01						
4.05E-02	0.056418484	-2.04E-01	-6.33E-02						
4.06E-02	0.055768367	-2.22E-01	1.70E-01						
4.07E-02	0.055260831	-2.20E-01	2.83E-01						
4.08E-02	0.05499093	-1.85E-01	2.76E-01						
4.09E-02	0.054746438	-1.20E-01	2.28E-01						
4.10E-02	0.054247949	-5.61E-02	1.99E-01						
4.11E-02	0.053443595	-2.81E-02	2.01E-01						
4.12E-02	0.052578488	-4.15E-02	2.04E-01						
4.13E-02	0.051975959	-7.79E-02	1.79E-01						
4.14E-02	0.051815526	-1.01E-01	1.11E-01						
4.15E-02	0.052130952	-7.98E-02	1.94E-02						
4.16E-02	0.052889345	-2.24E-03	-5.71E-02						
4.17E-02	0.05399516	1.17E-01	-7.60E-02						
4.18E-02	0.055241337	2.39E-01	-2.23E-02						
4.19E-02	0.056331571	3.21E-01	7.17E-02						
4.20E-02	0.057017502	3.26E-01	1.39E-01						
4.21E-02	0.057207239	2.47E-01	1.24E-01						
4.22E-02	0.056919081	1.11E-01	4.04E-02						
4.23E-02	0.056234722	-4.59E-02	-4.47E-02						
4.24E-02	0.055360468	-1.88E-01	-8.27E-02						
4.25E-02	0.054585335	-2.91E-01	-9.45E-02						
4.26E-02	0.054154045	-3.35E-01	-1.01E-01						
4.27E-02	0.0541088	-3.22E-01	-6.62E-02						
4.28E-02	0.054343442	-2.82E-01	4.31E-02						
4.29E-02	0.054742426	-2.42E-01	2.03E-01						
4.30E-02	0.05524404	-2.23E-01	3.62E-01						
4.31E-02	0.055689322	-2.25E-01	4.50E-01						
4.32E-02	0.05583238	-2.28E-01	3.70E-01						
4.33E-02	0.055468319	-2.10E-01	1.10E-01						
4.34E-02	0.05465119	-1.66E-01	-2.18E-01						
4.35E-02	0.053728134	-1.15E-01	-4.75E-01						
4.36E-02	0.053055715	-6.81E-02	-5.71E-01						
4.37E-02	0.052762916	-2.61E-02	-4.71E-01						
4.38E-02	0.05276696	1.23E-02	-2.07E-01						
4.39E-02	0.052982779	3.70E-02	1.30E-01						
4.40E-02	0.053429641	3.32E-02	4.07E-01						
4.41E-02	0.054112273	-7.41E-03	4.81E-01						
4.42E-02	0.054882491	-6.77E-02	3.20E-01						
4.43E-02	0.055503546	-1.12E-01	3.60E-02						
4.44E-02	0.055867714	-1.01E-01	-2.01E-01						
4.45E-02	0.056024134	-2.35E-02	-2.99E-01						
4.46E-02	0.056022368	8.75E-02	-2.81E-01						
4.47E-02	0.05578587	1.74E-01	-2.10E-01						
4.48E-02	0.05528135	1.92E-01	-1.25E-01						
4.49E-02	0.05470448	1.38E-01	-4.74E-02						
4.50E-02	0.054391818	4.37E-02	2.43E-02						
4.51E-02	0.054513267	-5.39E-02	9.88E-02						
4.52E-02	0.054915572	-1.22E-01	1.82E-01						
4.53E-02	0.055341303	-1.45E-01	2.61E-01						
4.54E-02	0.055618623	-1.22E-01	2.67E-01						
4.55E-02	0.055679985	-7.71E-02	1.29E-01						
4.56E-02	0.055500063	-4.66E-02	-1.07E-01						
4.57E-02	0.055092267	-5.39E-02	-2.95E-01						
4.58E-02	0.054558212	-9.53E-02	-3.44E-01						
4.59E-02	0.054102251	-1.50E-01	-2.92E-01						
4.60E-02	0.053864004	-1.95E-01	-2.05E-01						
4.61E-02	0.053815728	-2.15E-01	-1.13E-01						
4.62E-02	0.053896632	-2.00E-01	-1.84E-02						
4.63E-02	0.054196708	-1.44E-01	7.04E-02						
4.64E-02	0.054854006	-4.59E-02	1.06E-01						
4.65E-02	0.055815751	8.50E-02	2.82E-02						
4.66E-02	0.056718311	2.14E-01	-1.56E-01						
4.67E-02	0.057102812	2.93E-01	-3.62E-01						
4.68E-02	0.056815166	2.95E-01	-4.92E-01						
4.69E-02	0.056177061	2.37E-01	-5.22E-01						
4.70E-02	0.05565763	1.57E-01	-4.84E-01						
4.71E-02	0.055513899	8.82E-02	-4.13E-01						
4.72E-02	0.055692318	4.69E-02	-3.25E-01						
4.73E-02	0.055977327	3.58E-02	-2.42E-01						
4.74E-02	0.056140106	4.20E-02	-1.98E-01						
4.75E-02	0.056058853	5.41E-02	-1.94E-01						
4.76E-02	0.055723689	6.73E-02	-1.67E-01						
4.77E-02	0.055324014	7.66E-02	-4.42E-02						
4.78E-02	0.055058564	7.96E-02	1.82E-01						
4.79E-02	0.054887336	7.76E-02	4.26E-01						
