t	u	v	z						
0.00E+00	0.062825166	0.00E+00	0.00E+00						
1.00E-04	0.063394766	6.44E-04	-1.21E-03						
2.00E-04	0.063517309	9.13E-05	-9.75E-04						
3.00E-04	0.063787827	2.11E-04	-8.03E-04						
3.50E-04	0.064000142	3.41E-04	-1.49E-03						
4.00E-04	0.064195333	3.70E-04	-1.39E-03						
5.00E-04	0.064532463	1.96E-04	-1.94E-03						
6.00E-04	0.064732873	-1.37E-04	-7.44E-04						
7.00E-04	0.064977244	2.12E-04	-5.32E-04						
8.00E-04	0.065373341	6.66E-04	-2.36E-03						
9.00E-04	0.065814001	7.08E-04	-3.79E-03						
1.00E-03	0.066160314	3.54E-04	-3.93E-03						
1.10E-03	0.066446858	1.24E-04	-3.75E-03						
1.20E-03	0.066785057	2.11E-04	-4.06E-03						
1.30E-03	0.067136797	3.07E-04	-4.76E-03						
1.40E-03	0.067345502	7.33E-05	-5.34E-03						
1.50E-03	0.067399102	-1.51E-04	-5.78E-03						
1.60E-03	0.067499263	6.76E-05	-6.67E-03						
1.70E-03	0.067787423	6.55E-04	-8.37E-03						
1.80E-03	0.068095665	7.53E-04	-1.06E-02						
1.90E-03	0.068124015	-3.45E-05	-1.30E-02						
2.00E-03	0.067839143	-7.10E-04	-1.57E-02						
2.10E-03	0.067535394	-5.43E-04	-1.92E-02						
2.20E-03	0.067454063	2.69E-04	-2.42E-02						
2.30E-03	0.067481553	6.25E-04	-3.14E-02						
2.40E-03	0.067357735	2.12E-04	-4.15E-02						
2.50E-03	0.067089867	-2.98E-04	-5.71E-02						
2.60E-03	0.066982389	-1.40E-04	-8.29E-02						
2.70E-03	0.06725511	5.70E-04	-1.23E-01						
2.80E-03	0.067755922	1.01E-03	-1.75E-01						
2.90E-03	0.068168105	5.35E-04	-2.23E-01						
3.00E-03	0.06835843	-4.75E-04	-2.36E-01						
3.10E-03	0.068417985	-7.82E-04	-1.82E-01						
3.20E-03	0.068416806	-5.16E-04	-6.80E-02						
3.30E-03	0.068307106	-2.10E-04	5.43E-02						
3.40E-03	0.068112333	-5.58E-06	1.37E-01						
3.50E-03	0.068030984	3.55E-04	1.76E-01						
3.60E-03	0.068234402	8.36E-04	1.98E-01						
3.70E-03	0.068634529	9.78E-04	2.04E-01						
3.80E-03	0.068982326	5.11E-04	1.67E-01						
3.90E-03	0.069195579	-3.11E-04	8.15E-02						
4.00E-03	0.069440865	-2.64E-04	-3.48E-02						
4.10E-03	0.069844529	1.73E-04	-1.59E-01						
4.20E-03	0.07023362	2.05E-04	-2.28E-01						
4.30E-03	0.070277891	-5.70E-04	-1.53E-01						
4.40E-03	0.069827069	-1.24E-03	6.43E-02						
4.50E-03	0.069011546	-1.42E-03	2.98E-01						
4.60E-03	0.06805444	-6.62E-04	4.00E-01						
4.70E-03	0.067111283	6.05E-04	3.32E-01						
4.80E-03	0.066355219	1.30E-03	1.74E-01						
4.90E-03	0.06606507	1.63E-03	1.31E-02						
5.00E-03	0.066376353	1.74E-03	-1.04E-01						
5.10E-03	0.067112622	1.36E-03	-1.32E-01						
5.20E-03	0.067796032	-1.02E-05	-2.33E-02						
5.30E-03	0.068131628	-1.92E-03	2.10E-01						
5.40E-03	0.068248343	-2.27E-03	4.49E-01						
5.50E-03	0.068474617	-9.46E-04	5.37E-01						
5.60E-03	0.068995429	4.48E-04	4.35E-01						
5.70E-03	0.069744705	1.09E-03	2.22E-01						
5.80E-03	0.070546351	9.54E-04	1.75E-02						
5.90E-03	0.071290168	7.65E-04	-8.90E-02						
6.00E-03	0.071877155	6.00E-04	-1.01E-01						
6.10E-03	0.071998715	2.69E-04	-8.80E-02						
6.20E-03	0.071531808	-4.45E-04	-1.13E-01						
6.30E-03	0.070744421	-8.12E-04	-1.95E-01						
6.40E-03	0.07002467	-4.18E-04	-2.91E-01						
6.50E-03	0.069432643	-3.30E-04	-3.30E-01						
6.60E-03	0.068655158	-1.00E-03	-2.89E-01						
6.70E-03	0.067523675	-1.99E-03	-1.99E-01						
6.80E-03	0.066540208	-1.97E-03	-1.02E-01						
6.90E-03	0.066532696	3.18E-04	-1.80E-02						
7.00E-03	0.067820759	1.98E-03	6.43E-02						
7.10E-03	0.069745424	1.19E-03	1.64E-01						
7.20E-03	0.071047127	-1.79E-03	2.41E-01						
7.30E-03	0.070937805	-5.38E-03	1.98E-01						
7.40E-03	0.069728829	-6.52E-03	6.97E-03						
7.50E-03	0.068411105	-5.56E-03	-2.11E-01						
7.60E-03	0.067789094	-4.59E-03	-2.70E-01						
7.70E-03	0.068000999	-5.28E-03	-1.34E-01						
7.80E-03	0.068747812	-8.25E-03	6.85E-02						
7.90E-03	0.069481412	-1.29E-02	1.75E-01						
8.00E-03	0.069623755	-1.77E-02	1.40E-01						
8.10E-03	0.068866275	-2.24E-02	4.48E-02						
8.20E-03	0.067435214	-2.82E-02	5.61E-04						
8.30E-03	0.06599329	-3.59E-02	7.20E-02						
8.40E-03	0.06515966	-4.61E-02	2.42E-01						
8.50E-03	0.065157944	-6.03E-02	4.24E-01						
8.60E-03	0.065832477	-8.01E-02	4.94E-01						
8.70E-03	0.066849643	-1.05E-01	3.76E-01						
8.80E-03	0.067884234	-1.30E-01	1.20E-01						
8.90E-03	0.068644982	-1.53E-01	-1.57E-01						
9.00E-03	0.068986697	-1.67E-01	-3.53E-01						
9.10E-03	0.069089854	-1.68E-01	-4.34E-01						
9.20E-03	0.069368722	-1.51E-01	-4.22E-01						
9.30E-03	0.07001897	-1.13E-01	-3.42E-01						
9.40E-03	0.070707743	-5.76E-02	-2.18E-01						
9.50E-03	0.070818449	4.00E-03	-7.27E-02						
9.60E-03	0.070129434	6.33E-02	4.78E-02						
9.70E-03	0.069212452	1.16E-01	9.49E-02						
9.80E-03	0.068910738	1.66E-01	6.16E-02						
9.90E-03	0.069470467	2.12E-01	-3.49E-03						
1.00E-02	0.070364272	2.42E-01	-3.50E-02						
1.01E-02	0.070909086	2.41E-01	-1.14E-02						
1.02E-02	0.070827842	1.97E-01	1.89E-02						
1.03E-02	0.07040135	1.22E-01	-1.91E-03						
1.04E-02	0.069951452	4.12E-02	-8.92E-02						
1.05E-02	0.069571011	-1.86E-02	-1.89E-01						
1.06E-02	0.069288237	-2.88E-02	-2.12E-01						
1.07E-02	0.06926648	1.09E-02	-9.91E-02						
1.08E-02	0.069752121	6.45E-02	8.56E-02						
1.09E-02	0.070690934	9.53E-02	2.07E-01						
1.10E-02	0.071617455	9.11E-02	2.14E-01						
1.11E-02	0.072000723	6.74E-02	1.79E-01						
1.12E-02	0.071711498	4.50E-02	1.74E-01						
1.13E-02	0.071044186	4.51E-02	1.78E-01						
1.14E-02	0.070366657	7.25E-02	1.30E-01						
1.15E-02	0.069846583	1.16E-01	1.32E-02						
1.16E-02	0.069434209	1.48E-01	-1.33E-01						
1.17E-02	0.069006192	1.43E-01	-2.42E-01						
1.18E-02	0.068334232	9.21E-02	-2.46E-01						
