t	u	v	z						
0.00E+00	0.055022447	0.00E+00	0.00E+00						
1.00E-04	0.055521826	6.44E-04	-1.21E-03						
2.00E-04	0.055632312	9.13E-05	-9.75E-04						
3.00E-04	0.055867876	2.11E-04	-8.03E-04						
3.50E-04	0.056058109	3.41E-04	-1.49E-03						
4.00E-04	0.05623094	3.70E-04	-1.39E-03						
5.00E-04	0.05652671	1.96E-04	-1.94E-03						
6.00E-04	0.056703776	-1.37E-04	-7.44E-04						
7.00E-04	0.056914647	2.12E-04	-5.32E-04						
8.00E-04	0.057259505	6.66E-04	-2.36E-03						
9.00E-04	0.057645974	7.08E-04	-3.79E-03						
1.00E-03	0.057948455	3.54E-04	-3.93E-03						
1.10E-03	0.058197628	1.24E-04	-3.75E-03						
1.20E-03	0.058494159	2.11E-04	-4.06E-03						
1.30E-03	0.058807046	3.07E-04	-4.76E-03						
1.40E-03	0.05899363	7.33E-05	-5.34E-03						
1.50E-03	0.05903858	-1.51E-04	-5.78E-03						
1.60E-03	0.059122314	6.76E-05	-6.67E-03						
1.70E-03	0.05937551	6.55E-04	-8.37E-03						
1.80E-03	0.05964868	7.53E-04	-1.06E-02						
1.90E-03	0.059672361	-3.45E-05	-1.30E-02						
2.00E-03	0.059418012	-7.10E-04	-1.57E-02						
2.10E-03	0.05914737	-5.43E-04	-1.92E-02						
2.20E-03	0.05907429	2.69E-04	-2.42E-02						
2.30E-03	0.059100503	6.25E-04	-3.14E-02						
2.40E-03	0.058993168	2.12E-04	-4.15E-02						
2.50E-03	0.058754633	-2.98E-04	-5.71E-02						
2.60E-03	0.058657664	-1.40E-04	-8.29E-02						
2.70E-03	0.058900203	5.70E-04	-1.23E-01						
2.80E-03	0.059346706	1.01E-03	-1.75E-01						
2.90E-03	0.059714052	5.35E-04	-2.23E-01						
3.00E-03	0.059883527	-4.75E-04	-2.36E-01						
3.10E-03	0.059936387	-7.82E-04	-1.82E-01						
3.20E-03	0.059937503	-5.16E-04	-6.80E-02						
3.30E-03	0.059847385	-2.10E-04	5.43E-02						
3.40E-03	0.059681791	-5.58E-06	1.37E-01						
3.50E-03	0.059614337	3.55E-04	1.76E-01						
3.60E-03	0.059808449	8.36E-04	1.98E-01						
3.70E-03	0.06018885	9.78E-04	2.04E-01						
3.80E-03	0.060538217	5.11E-04	1.67E-01						
3.90E-03	0.060779484	-3.11E-04	8.15E-02						
4.00E-03	0.061052067	-2.64E-04	-3.48E-02						
4.10E-03	0.061449522	1.73E-04	-1.59E-01						
4.20E-03	0.061784363	2.05E-04	-2.28E-01						
4.30E-03	0.061739274	-5.70E-04	-1.53E-01						
4.40E-03	0.061218128	-1.24E-03	6.43E-02						
4.50E-03	0.060438972	-1.42E-03	2.98E-01						
4.60E-03	0.059684813	-6.62E-04	4.00E-01						
4.70E-03	0.05911339	6.05E-04	3.32E-01						
4.80E-03	0.05882107	1.30E-03	1.74E-01						
4.90E-03	0.058969244	1.63E-03	1.31E-02						
5.00E-03	0.059672436	1.74E-03	-1.04E-01						
5.10E-03	0.060741712	1.36E-03	-1.32E-01						
5.20E-03	0.061713596	-1.02E-05	-2.33E-02						
5.30E-03	0.062203074	-1.92E-03	2.10E-01						
5.40E-03	0.062226408	-2.27E-03	4.49E-01						
5.50E-03	0.062062309	-9.46E-04	5.37E-01						
5.60E-03	0.061906838	4.48E-04	4.35E-01						
5.70E-03	0.061775308	1.09E-03	2.22E-01						
5.80E-03	0.061684432	9.54E-04	1.75E-02						
5.90E-03	0.061748349	7.65E-04	-8.90E-02						
6.00E-03	0.06202937	6.00E-04	-1.01E-01						
6.10E-03	0.062389324	2.69E-04	-8.80E-02						
6.20E-03	0.062646185	-4.45E-04	-1.13E-01						
6.30E-03	0.062807947	-8.12E-04	-1.95E-01						
6.40E-03	0.062985424	-4.18E-04	-2.91E-01						
6.50E-03	0.063083014	-3.30E-04	-3.30E-01						
6.60E-03	0.062763381	-1.00E-03	-2.89E-01						
6.70E-03	0.061876602	-1.99E-03	-1.99E-01						
6.80E-03	0.06085002	-1.97E-03	-1.02E-01						
6.90E-03	0.060419442	3.18E-04	-1.80E-02						
7.00E-03	0.060927426	1.98E-03	6.43E-02						
7.10E-03	0.061928729	1.19E-03	1.64E-01						
7.20E-03	0.062605565	-1.79E-03	2.41E-01						
7.30E-03	0.062589161	-5.38E-03	1.98E-01						
7.40E-03	0.062219586	-6.52E-03	6.97E-03						
7.50E-03	0.062020578	-5.56E-03	-2.11E-01						
7.60E-03	0.062180195	-4.59E-03	-2.70E-01						
7.70E-03	0.062481822	-5.28E-03	-1.34E-01						
7.80E-03	0.062646755	-8.25E-03	6.85E-02						
7.90E-03	0.06258269	-1.29E-02	1.75E-01						
8.00E-03	0.062342815	-1.77E-02	1.40E-01						
8.10E-03	0.062009828	-2.24E-02	4.48E-02						
8.20E-03	0.06169271	-2.82E-02	5.61E-04						
8.30E-03	0.061534484	-3.59E-02	7.20E-02						
8.40E-03	0.06162587	-4.61E-02	2.42E-01						
8.50E-03	0.061888672	-6.03E-02	4.24E-01						
8.60E-03	0.062161614	-8.01E-02	4.94E-01						
8.70E-03	0.062421541	-1.05E-01	3.76E-01						
8.80E-03	0.062780945	-1.30E-01	1.20E-01						
8.90E-03	0.063279934	-1.53E-01	-1.57E-01						
9.00E-03	0.063702106	-1.67E-01	-3.53E-01						
9.10E-03	0.063735249	-1.68E-01	-4.34E-01						
9.20E-03	0.063304396	-1.51E-01	-4.22E-01						
9.30E-03	0.062623006	-1.13E-01	-3.42E-01						
9.40E-03	0.062012938	-5.76E-02	-2.18E-01						
9.50E-03	0.061631676	4.00E-03	-7.27E-02						
9.60E-03	0.0614929	6.33E-02	4.78E-02						
9.70E-03	0.061589976	1.16E-01	9.49E-02						
9.80E-03	0.061908808	1.66E-01	6.16E-02						
9.90E-03	0.062280912	2.12E-01	-3.49E-03						
1.00E-02	0.062367046	2.42E-01	-3.50E-02						
1.01E-02	0.061971426	2.41E-01	-1.14E-02						
1.02E-02	0.061271766	1.97E-01	1.89E-02						
1.03E-02	0.060652331	1.22E-01	-1.91E-03						
1.04E-02	0.060348818	4.12E-02	-8.92E-02						
1.05E-02	0.060316509	-1.86E-02	-1.89E-01						
1.06E-02	0.060403632	-2.88E-02	-2.12E-01						
1.07E-02	0.060557014	1.09E-02	-9.91E-02						
1.08E-02	0.060813177	6.45E-02	8.56E-02						
1.09E-02	0.061142408	9.53E-02	2.07E-01						
1.10E-02	0.061380895	9.11E-02	2.14E-01						
1.11E-02	0.061390413	6.74E-02	1.79E-01						
1.12E-02	0.061210827	4.50E-02	1.74E-01						
1.13E-02	0.061051756	4.51E-02	1.78E-01						
1.14E-02	0.061126514	7.25E-02	1.30E-01						
1.15E-02	0.061504049	1.16E-01	1.32E-02						
1.16E-02	0.062069271	1.48E-01	-1.33E-01						
1.17E-02	0.0625883	1.43E-01	-2.42E-01						
1.18E-02	0.062849344	9.21E-02	-2.46E-01						
1.19E-02	0.062808262	4.27E-03	-1.28E-01						
1.20E-02	0.062679415	-9.53E-02	7.38E-02						
1.21E-02	0.062801711	-1.82E-01	2.81E-01						
1.22E-02	0.063237855	-2.38E-01	3.90E-01						
1.23E-02	0.063667105	-2.59E-01	3.18E-01						
1.24E-02	0.063645171	-2.45E-01	8.60E-02						
1.25E-02	0.06311723	-2.10E-01	-1.98E-01						
1.26E-02	0.062591705	-1.68E-01	-3.76E-01						
1.27E-02	0.062652166	-1.31E-01	-3.66E-01						
1.28E-02	0.063447462	-1.13E-01	-1.90E-01						
1.29E-02	0.064541901	-1.06E-01	4.44E-02						
1.30E-02	0.065304904	-9.25E-02	1.94E-01						
1.31E-02	0.065463589	-6.70E-02	1.83E-01						
1.32E-02	0.065135175	-3.30E-02	5.81E-02						
1.33E-02	0.064521024	1.07E-04	-5.97E-02						
1.34E-02	0.063785158	2.30E-02	-5.28E-02						
1.35E-02	0.063114399	3.88E-02	9.33E-02						
1.36E-02	0.062785977	5.83E-02	2.88E-01						
1.37E-02	0.063040206	8.94E-02	4.00E-01						
1.38E-02	0.063813337	1.30E-01	3.57E-01						
1.39E-02	0.064629607	1.73E-01	1.91E-01						
1.40E-02	0.064969967	2.04E-01	-5.22E-03						
1.41E-02	0.064693747	2.08E-01	-1.59E-01						
1.42E-02	0.064105853	1.83E-01	-2.23E-01						
1.43E-02	0.063608507	1.32E-01	-1.94E-01						
1.44E-02	0.063298447	6.84E-02	-8.76E-02						
1.45E-02	0.062965507	1.64E-02	5.41E-02						
1.46E-02	0.062400512	-1.03E-02	1.54E-01						
1.47E-02	0.061663479	-2.33E-02	1.34E-01						
1.48E-02	0.061086326	-4.34E-02	-2.99E-02						
1.49E-02	0.060973129	-8.73E-02	-2.53E-01						
1.50E-02	0.061322214	-1.49E-01	-3.98E-01						
1.51E-02	0.061824859	-2.00E-01	-3.83E-01						
1.52E-02	0.062106617	-2.09E-01	-2.32E-01						
1.53E-02	0.061979396	-1.62E-01	-3.72E-03						
