t	u	v	z						
1.24E-02	0.071707593	-2.45E-01	8.60E-02						
1.25E-02	0.071439503	-2.10E-01	-1.98E-01						
1.26E-02	0.070827214	-1.68E-01	-3.76E-01						
1.27E-02	0.070392729	-1.31E-01	-3.66E-01						
1.28E-02	0.07049446	-1.13E-01	-1.90E-01						
1.29E-02	0.071034673	-1.06E-01	4.44E-02						
1.30E-02	0.071651392	-9.25E-02	1.94E-01						
1.31E-02	0.072097884	-6.70E-02	1.83E-01						
1.32E-02	0.072323118	-3.30E-02	5.81E-02						
1.33E-02	0.072282239	1.07E-04	-5.97E-02						
1.34E-02	0.071851504	2.30E-02	-5.28E-02						
1.35E-02	0.071037654	3.88E-02	9.33E-02						
1.36E-02	0.070104465	5.83E-02	2.88E-01						
1.37E-02	0.069445367	8.94E-02	4.00E-01						
1.38E-02	0.069221223	1.30E-01	3.57E-01						
1.39E-02	0.069195065	1.73E-01	1.91E-01						
1.40E-02	0.069078221	2.04E-01	-5.22E-03						
1.41E-02	0.068911186	2.08E-01	-1.59E-01						
1.42E-02	0.068970692	1.83E-01	-2.23E-01						
1.43E-02	0.069479647	1.32E-01	-1.94E-01						
1.44E-02	0.070253342	6.84E-02	-8.76E-02						
1.45E-02	0.070834093	1.64E-02	5.41E-02						
1.46E-02	0.070912966	-1.03E-02	1.54E-01						
1.47E-02	0.07060139	-2.33E-02	1.34E-01						
1.48E-02	0.070289553	-4.34E-02	-2.99E-02						
1.49E-02	0.070294631	-8.73E-02	-2.53E-01						
1.50E-02	0.07065244	-1.49E-01	-3.98E-01						
1.51E-02	0.071201415	-2.00E-01	-3.83E-01						
1.52E-02	0.0717494	-2.09E-01	-2.32E-01						
1.53E-02	0.072228424	-1.62E-01	-3.72E-03						
1.54E-02	0.07281434	-7.24E-02	2.33E-01						
1.55E-02	0.073742819	2.83E-02	3.88E-01						
1.56E-02	0.074962161	1.16E-01	3.93E-01						
1.57E-02	0.075928229	1.75E-01	2.63E-01						
1.58E-02	0.076047311	2.07E-01	8.52E-02						
1.59E-02	0.075122343	2.19E-01	-4.39E-02						
1.60E-02	0.073566654	2.09E-01	-1.01E-01						
1.61E-02	0.072082915	1.75E-01	-1.10E-01						
1.62E-02	0.071046127	1.16E-01	-8.39E-02						
1.63E-02	0.0703834	4.10E-02	1.88E-04						
1.64E-02	0.069901057	-2.67E-02	1.35E-01						
1.65E-02	0.069638199	-6.99E-02	2.63E-01						
1.66E-02	0.069820505	-8.58E-02	3.35E-01						
1.67E-02	0.0705035	-7.82E-02	3.49E-01						
1.68E-02	0.07140087	-5.33E-02	3.17E-01						
1.69E-02	0.072130489	-1.89E-02	2.48E-01						
1.70E-02	0.072507752	1.65E-02	1.43E-01						
1.71E-02	0.072527124	4.16E-02	1.29E-02						
1.72E-02	0.072212739	4.38E-02	-1.02E-01						
1.73E-02	0.071551764	2.00E-02	-1.28E-01						
1.74E-02	0.07072	-1.95E-02	-3.26E-02						
1.75E-02	0.070140207	-5.48E-02	1.08E-01						
1.76E-02	0.070119862	-6.85E-02	1.60E-01						
1.77E-02	0.070456723	-4.99E-02	8.32E-02						
1.78E-02	0.070661319	-5.74E-04	-2.80E-02						
1.79E-02	0.07044304	7.52E-02	-5.12E-02						
1.80E-02	0.070054788	1.64E-01	4.77E-02						
1.81E-02	0.069995805	2.38E-01	1.98E-01						
1.82E-02	0.070441298	2.74E-01	3.05E-01						
1.83E-02	0.071074283	2.59E-01	3.20E-01						
1.84E-02	0.071449961	1.93E-01	2.71E-01						
1.85E-02	0.071360035	9.06E-02	2.07E-01						
1.86E-02	0.070878467	-3.04E-02	9.54E-02						
1.87E-02	0.070223034	-1.34E-01	-1.13E-01						
1.88E-02	0.069603217	-1.76E-01	-3.57E-01						
1.89E-02	0.06922288	-1.39E-01	-4.75E-01						
1.90E-02	0.069176399	-3.86E-02	-3.94E-01						
1.91E-02	0.069282569	8.91E-02	-1.77E-01						
1.92E-02	0.069233226	1.97E-01	5.37E-02						
1.93E-02	0.068974829	2.49E-01	1.79E-01						
1.94E-02	0.06886906	2.47E-01	1.72E-01						
1.95E-02	0.069345843	2.20E-01	7.94E-02						
1.96E-02	0.070454868	1.99E-01	-2.56E-02						
1.97E-02	0.071861616	1.98E-01	-1.03E-01						
1.98E-02	0.073227709	2.16E-01	-1.28E-01						
1.99E-02	0.074447915	2.35E-01	-6.90E-02						
2.00E-02	0.07538544	2.37E-01	7.05E-02						
2.01E-02	0.075711396	2.11E-01	1.99E-01						
2.02E-02	0.075042628	1.55E-01	2.54E-01						
2.03E-02	0.073331106	8.03E-02	2.58E-01						
2.04E-02	0.071040202	6.25E-03	2.42E-01						
2.05E-02	0.068865611	-4.79E-02	1.87E-01						
2.06E-02	0.067259336	-7.26E-02	8.55E-02						
2.07E-02	0.066332757	-7.23E-02	3.52E-03						
2.08E-02	0.066122029	-5.83E-02	2.72E-02						
2.09E-02	0.066621998	-4.36E-02	1.68E-01						
2.10E-02	0.067570611	-3.49E-02	3.53E-01						
2.11E-02	0.068401272	-2.56E-02	4.50E-01						
2.12E-02	0.068623485	-9.01E-03	3.82E-01						
2.13E-02	0.068239604	2.10E-02	1.83E-01						
2.14E-02	0.067667488	7.07E-02	-5.81E-02						
2.15E-02	0.067300554	1.40E-01	-2.55E-01						
2.16E-02	0.06726138	2.15E-01	-3.52E-01						
2.17E-02	0.067612904	2.60E-01	-3.38E-01						
2.18E-02	0.068604527	2.47E-01	-2.45E-01						
2.19E-02	0.070418603	1.72E-01	-1.41E-01						
2.20E-02	0.072645149	5.65E-02	-9.10E-02						
2.21E-02	0.074348602	-5.47E-02	-1.18E-01						
2.22E-02	0.074859061	-1.15E-01	-1.92E-01						
2.23E-02	0.074253269	-9.80E-02	-2.63E-01						
2.24E-02	0.07298706	-2.90E-02	-2.89E-01						
2.25E-02	0.071291346	4.21E-02	-2.66E-01						
2.26E-02	0.069248695	7.22E-02	-2.08E-01						
2.27E-02	0.067297312	6.43E-02	-1.47E-01						
2.28E-02	0.066197269	4.31E-02	-1.08E-01						
2.29E-02	0.066453973	2.76E-02	-1.03E-01						
2.30E-02	0.067859312	2.73E-02	-1.29E-01						
2.31E-02	0.069621982	2.52E-02	-1.73E-01						
2.32E-02	0.071083846	5.81E-03	-2.06E-01						
2.33E-02	0.072002889	-3.78E-02	-2.02E-01						
2.34E-02	0.072263915	-9.29E-02	-1.68E-01						
2.35E-02	0.071805262	-1.33E-01	-1.62E-01						
2.36E-02	0.070829515	-1.32E-01	-2.46E-01						
2.37E-02	0.069926026	-8.02E-02	-3.98E-01						
2.38E-02	0.069867764	1.30E-02	-5.07E-01						
2.39E-02	0.070942753	1.29E-01	-4.65E-01						
2.40E-02	0.072599258	2.39E-01	-2.36E-01						
2.41E-02	0.073906274	3.10E-01	1.25E-01						
2.42E-02	0.074345068	3.18E-01	4.95E-01						
2.43E-02	0.074112545	2.56E-01	7.27E-01						
2.44E-02	0.07373105	1.66E-01	6.94E-01						
2.45E-02	0.073471906	1.00E-01	3.92E-01						
2.46E-02	0.073341249	8.57E-02	-3.27E-02						
2.47E-02	0.073230505	1.10E-01	-3.60E-01						
2.48E-02	0.073035409	1.43E-01	-4.62E-01						
2.49E-02	0.072596683	1.57E-01	-3.87E-01						
2.50E-02	0.071856848	1.44E-01	-2.45E-01						
2.51E-02	0.071046482	1.18E-01	-9.50E-02						
2.52E-02	0.07052299	8.06E-02	5.49E-02						
2.53E-02	0.070365608	3.07E-02	2.01E-01						
2.54E-02	0.070266538	-2.71E-02	3.06E-01						
2.55E-02	0.069863838	-7.81E-02	2.97E-01						
2.56E-02	0.069231884	-1.01E-01	1.37E-01						
2.57E-02	0.06877275	-9.26E-02	-1.05E-01						
2.58E-02	0.068756839	-6.52E-02	-2.64E-01						
2.59E-02	0.069070806	-3.16E-02	-2.05E-01						
2.60E-02	0.069526789	2.19E-03	3.54E-02						
2.61E-02	0.070167747	3.35E-02	2.87E-01						
2.62E-02	0.071046451	5.86E-02	3.84E-01						
2.63E-02	0.071919144	6.95E-02	2.70E-01						
2.64E-02	0.072325293	6.78E-02	-1.22E-02						
2.65E-02	0.072123596	8.00E-02	-3.50E-01						
2.66E-02	0.071631569	1.22E-01	-6.04E-01						
2.67E-02	0.071204161	1.68E-01	-7.19E-01						
2.68E-02	0.070837519	1.82E-01	-7.57E-01						
2.69E-02	0.070321167	1.44E-01	-7.71E-01						
2.70E-02	0.069656482	6.61E-02	-7.62E-01						
2.71E-02	0.069113752	-2.48E-02	-7.02E-01						
2.72E-02	0.06903763	-1.01E-01	-5.50E-01						
2.73E-02	0.069463358	-1.50E-01	-2.73E-01						
2.74E-02	0.070108629	-1.71E-01	1.01E-01						
2.75E-02	0.070736459	-1.73E-01	4.11E-01						
2.76E-02	0.071377368	-1.59E-01	4.87E-01						
2.77E-02	0.072059305	-1.37E-01	3.46E-01						
2.78E-02	0.072599978	-1.08E-01	1.14E-01						
2.79E-02	0.072726426	-8.02E-02	-1.04E-01						
2.80E-02	0.072429464	-5.57E-02	-2.66E-01						
2.81E-02	0.072052525	-3.65E-02	-3.40E-01						
2.82E-02	0.07192945	-2.31E-02	-3.17E-01						
2.83E-02	0.072072465	-2.03E-02	-2.00E-01						
2.84E-02	0.072291995	-3.11E-02	-3.18E-02						
2.85E-02	0.072546511	-6.45E-02	1.16E-01						
2.86E-02	0.072874371	-1.17E-01	1.86E-01						
2.87E-02	0.073021821	-1.75E-01	1.66E-01						
2.88E-02	0.072559981	-2.29E-01	1.04E-01						
2.89E-02	0.071400487	-2.70E-01	7.60E-02						
2.90E-02	0.070033691	-2.90E-01	1.15E-01						
2.91E-02	0.069159093	-2.80E-01	1.96E-01						
2.92E-02	0.069182639	-2.35E-01	2.60E-01						
2.93E-02	0.070013089	-1.58E-01	2.68E-01						
2.94E-02	0.071259637	-6.97E-02	2.32E-01						
2.95E-02	0.072550896	5.99E-03	1.94E-01						
2.96E-02	0.07366237	5.55E-02	1.64E-01						
2.97E-02	0.074485108	8.06E-02	1.09E-01						
2.98E-02	0.074937543	9.20E-02	-4.89E-03						
2.99E-02	0.074977166	1.05E-01	-1.56E-01						
3.00E-02	0.074580027	1.35E-01	-2.41E-01						
3.01E-02	0.073718404	1.88E-01	-1.73E-01						
3.02E-02	0.072454284	2.53E-01	3.07E-02						
3.03E-02	0.071064014	2.96E-01	2.59E-01						
3.04E-02	0.070045802	2.82E-01	3.66E-01						
3.05E-02	0.069832319	1.92E-01	2.75E-01						
3.06E-02	0.07050947	2.43E-02	1.41E-02						
3.07E-02	0.071676339	-1.83E-01	-2.91E-01						
3.08E-02	0.07287266	-3.57E-01	-4.86E-01						
3.09E-02	0.073888923	-4.25E-01	-5.00E-01						
3.10E-02	0.074624733	-3.66E-01	-3.86E-01						
3.11E-02	0.074844722	-2.27E-01	-2.70E-01						
3.12E-02	0.074238052	-7.77E-02	-2.23E-01						
3.13E-02	0.072787961	2.09E-02	-2.35E-01						
3.14E-02	0.070892671	4.01E-02	-2.36E-01						
3.15E-02	0.069130333	-3.06E-04	-1.88E-01						
3.16E-02	0.067929933	-5.65E-02	-7.50E-02						
3.17E-02	0.067408646	-8.72E-02	1.01E-01						
3.18E-02	0.067502421	-8.60E-02	3.10E-01						
3.19E-02	0.068172176	-7.91E-02	4.87E-01						
3.20E-02	0.069406338	-8.33E-02	5.52E-01						
3.21E-02	0.071011226	-9.56E-02	4.33E-01						
3.22E-02	0.072545718	-1.09E-01	8.65E-02						
3.23E-02	0.073437091	-1.31E-01	-4.06E-01						
3.24E-02	0.07329716	-1.79E-01	-8.19E-01						
3.25E-02	0.072203604	-2.48E-01	-9.64E-01						
3.26E-02	0.070706223	-3.07E-01	-8.80E-01						
3.27E-02	0.069652854	-3.23E-01	-7.20E-01						
3.28E-02	0.069679011	-2.68E-01	-5.71E-01						
3.29E-02	0.070722669	-1.60E-01	-4.41E-01						
3.30E-02	0.071975493	-5.04E-02	-2.98E-01						
3.31E-02	0.072460299	2.11E-02	-1.17E-01						
3.32E-02	0.07186189	6.56E-02	8.86E-02						
3.33E-02	0.070791841	1.18E-01	2.60E-01						
3.34E-02	0.07019463	1.80E-01	3.33E-01						
3.35E-02	0.070560106	2.30E-01	2.90E-01						
3.36E-02	0.07169324	2.40E-01	1.87E-01						
3.37E-02	0.073061458	1.89E-01	1.02E-01						
3.38E-02	0.074263043	8.80E-02	7.39E-02						
3.39E-02	0.075155627	-2.83E-02	7.67E-02						
3.40E-02	0.075599211	-1.18E-01	9.94E-02						
3.41E-02	0.075310245	-1.46E-01	1.53E-01						
3.42E-02	0.074061144	-1.06E-01	2.16E-01						
3.43E-02	0.072046348	-7.01E-03	2.06E-01						
3.44E-02	0.069802685	1.24E-01	6.16E-02						
3.45E-02	0.067930959	2.52E-01	-1.53E-01						
3.46E-02	0.066775409	3.37E-01	-2.85E-01						
3.47E-02	0.066363466	3.50E-01	-2.45E-01						
3.48E-02	0.066596993	2.95E-01	-1.07E-01						
3.49E-02	0.067263559	1.97E-01	-9.84E-03						
3.50E-02	0.06807053	9.51E-02	-1.06E-02						
3.51E-02	0.068745885	2.32E-02	-1.03E-01						
3.52E-02	0.069182356	1.56E-03	-2.52E-01						
3.53E-02	0.06948278	3.41E-02	-3.55E-01						
3.54E-02	0.069874913	9.06E-02	-2.92E-01						
3.55E-02	0.070551853	1.32E-01	-5.86E-02						
3.56E-02	0.071541868	1.37E-01	2.42E-01						
3.57E-02	0.072651704	1.10E-01	4.91E-01						
3.58E-02	0.073536742	6.93E-02	6.13E-01						
3.59E-02	0.073903857	3.75E-02	6.06E-01						
3.60E-02	0.073636186	2.64E-02	5.07E-01						
3.61E-02	0.072814002	2.49E-02	3.70E-01						
3.62E-02	0.071800562	1.50E-02	2.48E-01						
3.63E-02	0.070993884	-2.12E-02	1.67E-01						
3.64E-02	0.070561024	-8.73E-02	1.14E-01						
3.65E-02	0.070325687	-1.61E-01	1.88E-02						
3.66E-02	0.070039305	-2.11E-01	-1.45E-01						
3.67E-02	0.069742411	-2.16E-01	-3.03E-01						
3.68E-02	0.069693418	-1.86E-01	-3.95E-01						
3.69E-02	0.070018123	-1.45E-01	-4.17E-01						
3.70E-02	0.070462746	-1.15E-01	-3.94E-01						
3.71E-02	0.070593169	-1.03E-01	-3.61E-01						
3.72E-02	0.070218113	-1.03E-01	-3.52E-01						
3.73E-02	0.069571968	-1.07E-01	-3.70E-01						
3.74E-02	0.069038562	-1.04E-01	-3.88E-01						
3.75E-02	0.068801784	-7.92E-02	-3.81E-01						
3.76E-02	0.068817015	-2.53E-02	-3.36E-01						
3.77E-02	0.068973312	5.01E-02	-2.54E-01						
3.78E-02	0.069187749	1.28E-01	-1.83E-01						
3.79E-02	0.06945855	1.85E-01	-1.71E-01						
3.80E-02	0.069795703	1.87E-01	-2.28E-01						
3.81E-02	0.070230714	1.09E-01	-3.22E-01						
3.82E-02	0.070889758	-4.80E-02	-3.85E-01						
3.83E-02	0.071842954	-2.39E-01	-3.06E-01						
3.84E-02	0.072927654	-3.93E-01	-3.08E-02						
3.85E-02	0.073786395	-4.47E-01	3.00E-01						
3.86E-02	0.074053234	-3.85E-01	4.47E-01						
3.87E-02	0.073552243	-2.35E-01	3.59E-01						
3.88E-02	0.072417119	-5.00E-02	2.06E-01						
3.89E-02	0.070963625	1.15E-01	1.63E-01						
3.90E-02	0.069567358	2.11E-01	2.15E-01						
3.91E-02	0.068595828	2.37E-01	2.32E-01						
3.92E-02	0.068338193	2.35E-01	1.53E-01						
3.93E-02	0.068822737	2.49E-01	1.11E-02						
3.94E-02	0.069741812	2.98E-01	-1.28E-01						
3.95E-02	0.070665249	3.63E-01	-2.20E-01						
3.96E-02	0.071383964	4.09E-01	-2.48E-01						
3.97E-02	0.071992998	4.00E-01	-2.16E-01						
3.98E-02	0.072595701	3.29E-01	-1.75E-01						
3.99E-02	0.073101001	2.13E-01	-1.90E-01						
4.00E-02	0.073300919	8.17E-02	-2.90E-01						
4.01E-02	0.073111837	-3.19E-02	-4.33E-01						
4.02E-02	0.072596674	-1.09E-01	-5.24E-01						
4.03E-02	0.071798261	-1.55E-01	-4.92E-01						
4.04E-02	0.070652179	-1.82E-01	-3.21E-01						
4.05E-02	0.069217594	-2.04E-01	-6.33E-02						
4.06E-02	0.067867096	-2.22E-01	1.70E-01						
4.07E-02	0.067162554	-2.20E-01	2.83E-01						
4.08E-02	0.067454365	-1.85E-01	2.76E-01						
4.09E-02	0.068563327	-1.20E-01	2.28E-01						
4.10E-02	0.069911935	-5.61E-02	1.99E-01						
4.11E-02	0.071000988	-2.81E-02	2.01E-01						
4.12E-02	0.071675091	-4.15E-02	2.04E-01						
4.13E-02	0.072025845	-7.79E-02	1.79E-01						
4.14E-02	0.072154585	-1.01E-01	1.11E-01						
4.15E-02	0.072040131	-7.98E-02	1.94E-02						
4.16E-02	0.071628463	-2.24E-03	-5.71E-02						
4.17E-02	0.071073937	1.17E-01	-7.60E-02						
4.18E-02	0.070728004	2.39E-01	-2.23E-02						
4.19E-02	0.07083412	3.21E-01	7.17E-02						
4.20E-02	0.071317418	3.26E-01	1.39E-01						
4.21E-02	0.071869423	2.47E-01	1.24E-01						
4.22E-02	0.072166736	1.11E-01	4.04E-02						
4.23E-02	0.072035169	-4.59E-02	-4.47E-02						
4.24E-02	0.071514009	-1.88E-01	-8.27E-02						
4.25E-02	0.070806211	-2.91E-01	-9.45E-02						
4.26E-02	0.070097527	-3.35E-01	-1.01E-01						
4.27E-02	0.069499978	-3.22E-01	-6.62E-02						
4.28E-02	0.06910635	-2.82E-01	4.31E-02						
4.29E-02	0.069081075	-2.42E-01	2.03E-01						
4.30E-02	0.069573764	-2.23E-01	3.62E-01						
4.31E-02	0.070437557	-2.25E-01	4.50E-01						
4.32E-02	0.071174979	-2.28E-01	3.70E-01						
4.33E-02	0.071345403	-2.10E-01	1.10E-01						
4.34E-02	0.070975745	-1.66E-01	-2.18E-01						
4.35E-02	0.070466816	-1.15E-01	-4.75E-01						
4.36E-02	0.070198749	-6.81E-02	-5.71E-01						
4.37E-02	0.070246134	-2.61E-02	-4.71E-01						
4.38E-02	0.070459892	1.23E-02	-2.07E-01						
4.39E-02	0.070752086	3.70E-02	1.30E-01						
4.40E-02	0.071132568	3.32E-02	4.07E-01						
4.41E-02	0.071643878	-7.41E-03	4.81E-01						
4.42E-02	0.072195063	-6.77E-02	3.20E-01						
4.43E-02	0.07265029	-1.12E-01	3.60E-02						
4.44E-02	0.072908705	-1.01E-01	-2.01E-01						
4.45E-02	0.072909713	-2.35E-02	-2.99E-01						
4.46E-02	0.07260358	8.75E-02	-2.81E-01						
4.47E-02	0.0719526	1.74E-01	-2.10E-01						
4.48E-02	0.071010263	1.92E-01	-1.25E-01						
4.49E-02	0.070011459	1.38E-01	-4.74E-02						
4.50E-02	0.069272336	4.37E-02	2.43E-02						
4.51E-02	0.068930987	-5.39E-02	9.88E-02						
4.52E-02	0.068878712	-1.22E-01	1.82E-01						
4.53E-02	0.06894412	-1.45E-01	2.61E-01						
4.54E-02	0.069098188	-1.22E-01	2.67E-01						
4.55E-02	0.069364594	-7.71E-02	1.29E-01						
4.56E-02	0.069744351	-4.66E-02	-1.07E-01						
4.57E-02	0.070212512	-5.39E-02	-2.95E-01						
4.58E-02	0.070864492	-9.53E-02	-3.44E-01						
4.59E-02	0.071782238	-1.50E-01	-2.92E-01						
4.60E-02	0.07281316	-1.95E-01	-2.05E-01						
4.61E-02	0.073575235	-2.15E-01	-1.13E-01						
4.62E-02	0.073810302	-2.00E-01	-1.84E-02						
4.63E-02	0.073669353	-1.44E-01	7.04E-02						
4.64E-02	0.073605332	-4.59E-02	1.06E-01						
4.65E-02	0.073891192	8.50E-02	2.82E-02						
4.66E-02	0.074324529	2.14E-01	-1.56E-01						
4.67E-02	0.074370618	2.93E-01	-3.62E-01						
4.68E-02	0.073662955	2.95E-01	-4.92E-01						
4.69E-02	0.072398016	2.37E-01	-5.22E-01						
4.70E-02	0.07117786	1.57E-01	-4.84E-01						
4.71E-02	0.070488535	8.82E-02	-4.13E-01						
4.72E-02	0.070276987	4.69E-02	-3.25E-01						
4.73E-02	0.070203944	3.58E-02	-2.42E-01						
4.74E-02	0.070119516	4.20E-02	-1.98E-01						
4.75E-02	0.070196187	5.41E-02	-1.94E-01						
4.76E-02	0.070701284	6.73E-02	-1.67E-01						
4.77E-02	0.071590816	7.66E-02	-4.42E-02						
4.78E-02	0.072437644	7.96E-02	1.82E-01						
4.79E-02	0.072736947	7.76E-02	4.26E-01						
