t	u	v	z						
4.00E-03	0.069312143	-2.64E-04	-3.48E-02						
4.10E-03	0.069715059	1.73E-04	-1.59E-01						
4.20E-03	0.070103429	2.05E-04	-2.28E-01						
4.30E-03	0.070147618	-5.70E-04	-1.53E-01						
4.40E-03	0.069697632	-1.24E-03	6.43E-02						
4.50E-03	0.06888362	-1.42E-03	2.98E-01						
4.60E-03	0.067928288	-6.62E-04	4.00E-01						
4.70E-03	0.06698688	6.05E-04	3.32E-01						
4.80E-03	0.066232217	1.30E-03	1.74E-01						
4.90E-03	0.065942605	1.63E-03	1.31E-02						
5.00E-03	0.066253312	1.74E-03	-1.04E-01						
5.10E-03	0.066988216	1.36E-03	-1.32E-01						
5.20E-03	0.067670359	-1.02E-05	-2.33E-02						
5.30E-03	0.068005333	-1.92E-03	2.10E-01						
5.40E-03	0.068121832	-2.27E-03	4.49E-01						
5.50E-03	0.068347686	-9.46E-04	5.37E-01						
5.60E-03	0.068867533	4.48E-04	4.35E-01						
5.70E-03	0.06961542	1.09E-03	2.22E-01						
5.80E-03	0.07041558	9.54E-04	1.75E-02						
5.90E-03	0.071158018	7.65E-04	-8.90E-02						
6.00E-03	0.071743917	6.00E-04	-1.01E-01						
6.10E-03	0.071865252	2.69E-04	-8.80E-02						
6.20E-03	0.07139921	-4.45E-04	-1.13E-01						
6.30E-03	0.070613282	-8.12E-04	-1.95E-01						
6.40E-03	0.069894866	-4.18E-04	-2.91E-01						
6.50E-03	0.069303936	-3.30E-04	-3.30E-01						
6.60E-03	0.068527892	-1.00E-03	-2.89E-01						
6.70E-03	0.067398507	-1.99E-03	-1.99E-01						
6.80E-03	0.066416863	-1.97E-03	-1.02E-01						
6.90E-03	0.066409365	3.18E-04	-1.80E-02						
7.00E-03	0.06769504	1.98E-03	6.43E-02						
7.10E-03	0.069616138	1.19E-03	1.64E-01						
7.20E-03	0.070915427	-1.79E-03	2.41E-01						
7.30E-03	0.070806308	-5.38E-03	1.98E-01						
7.40E-03	0.069599573	-6.52E-03	6.97E-03						
7.50E-03	0.068284292	-5.56E-03	-2.11E-01						
7.60E-03	0.067663434	-4.59E-03	-2.70E-01						
7.70E-03	0.067874946	-5.28E-03	-1.34E-01						
7.80E-03	0.068620374	-8.25E-03	6.85E-02						
7.90E-03	0.069352615	-1.29E-02	1.75E-01						
8.00E-03	0.069494694	-1.77E-02	1.40E-01						
8.10E-03	0.068738619	-2.24E-02	4.48E-02						
8.20E-03	0.06731021	-2.82E-02	5.61E-04						
8.30E-03	0.065870959	-3.59E-02	7.20E-02						
8.40E-03	0.065038875	-4.61E-02	2.42E-01						
8.50E-03	0.065037161	-6.03E-02	4.24E-01						
8.60E-03	0.065710444	-8.01E-02	4.94E-01						
8.70E-03	0.066725725	-1.05E-01	3.76E-01						
8.80E-03	0.067758397	-1.30E-01	1.20E-01						
8.90E-03	0.068517736	-1.53E-01	-1.57E-01						
9.00E-03	0.068858817	-1.67E-01	-3.53E-01						
9.10E-03	0.068961783	-1.68E-01	-4.34E-01						
9.20E-03	0.069240133	-1.51E-01	-4.22E-01						
9.30E-03	0.069889176	-1.13E-01	-3.42E-01						
9.40E-03	0.070576673	-5.76E-02	-2.18E-01						
9.50E-03	0.070687173	4.00E-03	-7.27E-02						
9.60E-03	0.069999436	6.33E-02	4.78E-02						
9.70E-03	0.069084153	1.16E-01	9.49E-02						
9.80E-03	0.068782999	1.66E-01	6.16E-02						
9.90E-03	0.069341691	2.12E-01	-3.49E-03						
1.00E-02	0.070233838	2.42E-01	-3.50E-02						
1.01E-02	0.070777642	2.41E-01	-1.14E-02						
1.02E-02	0.070696549	1.97E-01	1.89E-02						
1.03E-02	0.070270847	1.22E-01	-1.91E-03						
1.04E-02	0.069821783	4.12E-02	-8.92E-02						
1.05E-02	0.069442048	-1.86E-02	-1.89E-01						
1.06E-02	0.069159798	-2.88E-02	-2.12E-01						
1.07E-02	0.069138081	1.09E-02	-9.91E-02						
1.08E-02	0.069622822	6.45E-02	8.56E-02						
1.09E-02	0.070559895	9.53E-02	2.07E-01						
1.10E-02	0.071484698	9.11E-02	2.14E-01						
1.11E-02	0.071867256	6.74E-02	1.79E-01						
1.12E-02	0.071578567	4.50E-02	1.74E-01						
1.13E-02	0.070912492	4.51E-02	1.78E-01						
1.14E-02	0.070236219	7.25E-02	1.30E-01						
1.15E-02	0.069717109	1.16E-01	1.32E-02						
1.16E-02	0.069305499	1.48E-01	-1.33E-01						
1.17E-02	0.068878276	1.43E-01	-2.42E-01						
1.18E-02	0.068207561	9.21E-02	-2.46E-01						
1.19E-02	0.067202091	4.27E-03	-1.28E-01						
1.20E-02	0.066169173	-9.53E-02	7.38E-02						
1.21E-02	0.06561922	-1.82E-01	2.81E-01						
1.22E-02	0.065793228	-2.38E-01	3.90E-01						
1.23E-02	0.066494426	-2.59E-01	3.18E-01						
1.24E-02	0.067261786	-2.45E-01	8.60E-02						
1.25E-02	0.067850679	-2.10E-01	-1.98E-01						
1.26E-02	0.068395275	-1.68E-01	-3.76E-01						
1.27E-02	0.069034815	-1.31E-01	-3.66E-01						
1.28E-02	0.069665885	-1.13E-01	-1.90E-01						
1.29E-02	0.069942654	-1.06E-01	4.44E-02						
1.30E-02	0.069735041	-9.25E-02	1.94E-01						
1.31E-02	0.06945489	-6.70E-02	1.83E-01						
1.32E-02	0.069769814	-3.30E-02	5.81E-02						
1.33E-02	0.070924716	1.07E-04	-5.97E-02						
1.34E-02	0.072581233	2.30E-02	-5.28E-02						
1.35E-02	0.074107531	3.88E-02	9.33E-02						
1.36E-02	0.075040018	5.83E-02	2.88E-01						
1.37E-02	0.075331548	8.94E-02	4.00E-01						
1.38E-02	0.075110238	1.30E-01	3.57E-01						
1.39E-02	0.074306482	1.73E-01	1.91E-01						
1.40E-02	0.072818866	2.04E-01	-5.22E-03						
1.41E-02	0.070842872	2.08E-01	-1.59E-01						
1.42E-02	0.068905724	1.83E-01	-2.23E-01						
1.43E-02	0.067589188	1.32E-01	-1.94E-01						
1.44E-02	0.067240409	6.84E-02	-8.76E-02						
1.45E-02	0.067876573	1.64E-02	5.41E-02						
1.46E-02	0.069150055	-1.03E-02	1.54E-01						
1.47E-02	0.070555742	-2.33E-02	1.34E-01						
1.48E-02	0.071626518	-4.34E-02	-2.99E-02						
1.49E-02	0.072115327	-8.73E-02	-2.53E-01						
1.50E-02	0.072073128	-1.49E-01	-3.98E-01						
1.51E-02	0.071699955	-2.00E-01	-3.83E-01						
1.52E-02	0.071081696	-2.09E-01	-2.32E-01						
1.53E-02	0.070214079	-1.62E-01	-3.72E-03						
1.54E-02	0.069214962	-7.24E-02	2.33E-01						
1.55E-02	0.068390385	2.83E-02	3.88E-01						
1.56E-02	0.067938653	1.16E-01	3.93E-01						
1.57E-02	0.067667928	1.75E-01	2.63E-01						
1.58E-02	0.067225613	2.07E-01	8.52E-02						
1.59E-02	0.066707166	2.19E-01	-4.39E-02						
1.60E-02	0.066699154	2.09E-01	-1.01E-01						
1.61E-02	0.067669614	1.75E-01	-1.10E-01						
1.62E-02	0.069362845	1.16E-01	-8.39E-02						
1.63E-02	0.070876914	4.10E-02	1.88E-04						
1.64E-02	0.071345864	-2.67E-02	1.35E-01						
1.65E-02	0.07071409	-6.99E-02	2.63E-01						
1.66E-02	0.069652347	-8.58E-02	3.35E-01						
1.67E-02	0.068833577	-7.82E-02	3.49E-01						
1.68E-02	0.068407935	-5.33E-02	3.17E-01						
1.69E-02	0.06815935	-1.89E-02	2.48E-01						
1.70E-02	0.067916218	1.65E-02	1.43E-01						
1.71E-02	0.06771503	4.16E-02	1.29E-02						
1.72E-02	0.067589256	4.38E-02	-1.02E-01						
1.73E-02	0.067419984	2.00E-02	-1.28E-01						
1.74E-02	0.067191475	-1.95E-02	-3.26E-02						
1.75E-02	0.067226149	-5.48E-02	1.08E-01						
1.76E-02	0.067969496	-6.85E-02	1.60E-01						
1.77E-02	0.069527973	-4.99E-02	8.32E-02						
1.78E-02	0.071414802	-5.74E-04	-2.80E-02						
1.79E-02	0.07295616	7.52E-02	-5.12E-02						
1.80E-02	0.073718166	1.64E-01	4.77E-02						
1.81E-02	0.073617118	2.38E-01	1.98E-01						
1.82E-02	0.07270518	2.74E-01	3.05E-01						
1.83E-02	0.071061519	2.59E-01	3.20E-01						
1.84E-02	0.068952349	1.93E-01	2.71E-01						
1.85E-02	0.066978882	9.06E-02	2.07E-01						
1.86E-02	0.065776564	-3.04E-02	9.54E-02						
1.87E-02	0.065591313	-1.34E-01	-1.13E-01						
1.88E-02	0.066232094	-1.76E-01	-3.57E-01						
1.89E-02	0.067195502	-1.39E-01	-4.75E-01						
1.90E-02	0.067964106	-3.86E-02	-3.94E-01						
1.91E-02	0.068147539	8.91E-02	-1.77E-01						
1.92E-02	0.067579245	1.97E-01	5.37E-02						
1.93E-02	0.066490927	2.49E-01	1.79E-01						
1.94E-02	0.065468357	2.47E-01	1.72E-01						
1.95E-02	0.065103831	2.20E-01	7.94E-02						
1.96E-02	0.065675625	1.99E-01	-2.56E-02						
1.97E-02	0.06710875	1.98E-01	-1.03E-01						
1.98E-02	0.069132478	2.16E-01	-1.28E-01						
1.99E-02	0.071331435	2.35E-01	-6.90E-02						
2.00E-02	0.073127473	2.37E-01	7.05E-02						
2.01E-02	0.074137546	2.11E-01	1.99E-01						
2.02E-02	0.074123241	1.55E-01	2.54E-01						
2.03E-02	0.072966212	8.03E-02	2.58E-01						
2.04E-02	0.070855605	6.25E-03	2.42E-01						
2.05E-02	0.068348686	-4.79E-02	1.87E-01						
2.06E-02	0.066089842	-7.26E-02	8.55E-02						
2.07E-02	0.064661607	-7.23E-02	3.52E-03						
2.08E-02	0.064478633	-5.83E-02	2.72E-02						
2.09E-02	0.065560053	-4.36E-02	1.68E-01						
2.10E-02	0.067397975	-3.49E-02	3.53E-01						
2.11E-02	0.069163252	-2.56E-02	4.50E-01						
2.12E-02	0.070203727	-9.01E-03	3.82E-01						
2.13E-02	0.070468236	2.10E-02	1.83E-01						
2.14E-02	0.070302567	7.07E-02	-5.81E-02						
2.15E-02	0.069951706	1.40E-01	-2.55E-01						
2.16E-02	0.069493245	2.15E-01	-3.52E-01						
2.17E-02	0.069192109	2.60E-01	-3.38E-01						
2.18E-02	0.069562932	2.47E-01	-2.45E-01						
2.19E-02	0.07070232	1.72E-01	-1.41E-01						
2.20E-02	0.072054169	5.65E-02	-9.10E-02						
2.21E-02	0.07289053	-5.47E-02	-1.18E-01						
2.22E-02	0.07309564	-1.15E-01	-1.92E-01						
2.23E-02	0.073071723	-9.80E-02	-2.63E-01						
2.24E-02	0.073033287	-2.90E-02	-2.89E-01						
2.25E-02	0.072605636	4.21E-02	-2.66E-01						
2.26E-02	0.071516845	7.22E-02	-2.08E-01						
2.27E-02	0.070098816	6.43E-02	-1.47E-01						
2.28E-02	0.069010753	4.31E-02	-1.08E-01						
2.29E-02	0.068649513	2.76E-02	-1.03E-01						
2.30E-02	0.06879954	2.73E-02	-1.29E-01						
2.31E-02	0.06895273	2.52E-02	-1.73E-01						
2.32E-02	0.068789415	5.81E-03	-2.06E-01						
2.33E-02	0.068329745	-3.78E-02	-2.02E-01						
2.34E-02	0.067706196	-9.29E-02	-1.68E-01						
2.35E-02	0.067002685	-1.33E-01	-1.62E-01						
2.36E-02	0.066408302	-1.32E-01	-2.46E-01						
2.37E-02	0.066376791	-8.02E-02	-3.98E-01						
2.38E-02	0.067370941	1.30E-02	-5.07E-01						
2.39E-02	0.069380681	1.29E-01	-4.65E-01						
2.40E-02	0.071689662	2.39E-01	-2.36E-01						
2.41E-02	0.073263494	3.10E-01	1.25E-01						
2.42E-02	0.073562922	3.18E-01	4.95E-01						
2.43E-02	0.072910884	2.56E-01	7.27E-01						
2.44E-02	0.072064144	1.66E-01	6.94E-01						
2.45E-02	0.071452015	1.00E-01	3.92E-01						
2.46E-02	0.070967769	8.57E-02	-3.27E-02						
2.47E-02	0.070386156	1.10E-01	-3.60E-01						
2.48E-02	0.069682876	1.43E-01	-4.62E-01						
2.49E-02	0.068983314	1.57E-01	-3.87E-01						
2.50E-02	0.068358102	1.44E-01	-2.45E-01						
2.51E-02	0.067940803	1.18E-01	-9.50E-02						
2.52E-02	0.067932868	8.06E-02	5.49E-02						
2.53E-02	0.068320843	3.07E-02	2.01E-01						
2.54E-02	0.068841812	-2.71E-02	3.06E-01						
2.55E-02	0.069332811	-7.81E-02	2.97E-01						
2.56E-02	0.069983899	-1.01E-01	1.37E-01						
2.57E-02	0.070956763	-9.26E-02	-1.05E-01						
2.58E-02	0.071957729	-6.52E-02	-2.64E-01						
2.59E-02	0.072367275	-3.16E-02	-2.05E-01						
2.60E-02	0.07193797	2.19E-03	3.54E-02						
2.61E-02	0.071093702	3.35E-02	2.87E-01						
2.62E-02	0.070551379	5.86E-02	3.84E-01						
2.63E-02	0.070622048	6.95E-02	2.70E-01						
2.64E-02	0.070999161	6.78E-02	-1.22E-02						
2.65E-02	0.071122495	8.00E-02	-3.50E-01						
2.66E-02	0.07074106	1.22E-01	-6.04E-01						
2.67E-02	0.070011128	1.68E-01	-7.19E-01						
2.68E-02	0.069275697	1.82E-01	-7.57E-01						
2.69E-02	0.068722495	1.44E-01	-7.71E-01						
2.70E-02	0.06841816	6.61E-02	-7.62E-01						
2.71E-02	0.068486234	-2.48E-02	-7.02E-01						
2.72E-02	0.069001755	-1.01E-01	-5.50E-01						
2.73E-02	0.069770296	-1.50E-01	-2.73E-01						
2.74E-02	0.070532566	-1.71E-01	1.01E-01						
2.75E-02	0.071283774	-1.73E-01	4.11E-01						
2.76E-02	0.072255339	-1.59E-01	4.87E-01						
2.77E-02	0.073471471	-1.37E-01	3.46E-01						
2.78E-02	0.074506439	-1.08E-01	1.14E-01						
2.79E-02	0.074708144	-8.02E-02	-1.04E-01						
2.80E-02	0.07381756	-5.57E-02	-2.66E-01						
2.81E-02	0.072191254	-3.65E-02	-3.40E-01						
2.82E-02	0.070441597	-2.31E-02	-3.17E-01						
2.83E-02	0.069004777	-2.03E-02	-2.00E-01						
2.84E-02	0.068119987	-3.11E-02	-3.18E-02						
2.85E-02	0.068005246	-6.45E-02	1.16E-01						
2.86E-02	0.068868669	-1.17E-01	1.86E-01						
2.87E-02	0.070676812	-1.75E-01	1.66E-01						
2.88E-02	0.072949289	-2.29E-01	1.04E-01						
2.89E-02	0.074818136	-2.70E-01	7.60E-02						
2.90E-02	0.075574171	-2.90E-01	1.15E-01						
2.91E-02	0.074968313	-2.80E-01	1.96E-01						
2.92E-02	0.073152917	-2.35E-01	2.60E-01						
2.93E-02	0.07064083	-1.58E-01	2.68E-01						
2.94E-02	0.068138455	-6.97E-02	2.32E-01						
2.95E-02	0.066377795	5.99E-03	1.94E-01						
2.96E-02	0.065795505	5.55E-02	1.64E-01						
2.97E-02	0.066399931	8.06E-02	1.09E-01						
2.98E-02	0.067834533	9.20E-02	-4.89E-03						
2.99E-02	0.069575475	1.05E-01	-1.56E-01						
3.00E-02	0.071047945	1.35E-01	-2.41E-01						
3.01E-02	0.0717026	1.88E-01	-1.73E-01						
3.02E-02	0.071225388	2.53E-01	3.07E-02						
3.03E-02	0.069802579	2.96E-01	2.59E-01						
3.04E-02	0.068252718	2.82E-01	3.66E-01						
3.05E-02	0.067469644	1.92E-01	2.75E-01						
3.06E-02	0.067832806	2.43E-02	1.41E-02						
3.07E-02	0.068965073	-1.83E-01	-2.91E-01						
3.08E-02	0.070114431	-3.57E-01	-4.86E-01						
3.09E-02	0.070692818	-4.25E-01	-5.00E-01						
3.10E-02	0.070568275	-3.66E-01	-3.86E-01						
3.11E-02	0.069986989	-2.27E-01	-2.70E-01						
3.12E-02	0.069324367	-7.77E-02	-2.23E-01						
3.13E-02	0.068976375	2.09E-02	-2.35E-01						
3.14E-02	0.069240751	4.01E-02	-2.36E-01						
3.15E-02	0.070130399	-3.06E-04	-1.88E-01						
3.16E-02	0.071343951	-5.65E-02	-7.50E-02						
3.17E-02	0.072408356	-8.72E-02	1.01E-01						
3.18E-02	0.073028279	-8.60E-02	3.10E-01						
3.19E-02	0.073186422	-7.91E-02	4.87E-01						
3.20E-02	0.072906299	-8.33E-02	5.52E-01						
3.21E-02	0.072254412	-9.56E-02	4.33E-01						
3.22E-02	0.071393561	-1.09E-01	8.65E-02						
3.23E-02	0.07049263	-1.31E-01	-4.06E-01						
3.24E-02	0.069603491	-1.79E-01	-8.19E-01						
3.25E-02	0.068607505	-2.48E-01	-9.64E-01						
3.26E-02	0.067450258	-3.07E-01	-8.80E-01						
3.27E-02	0.066416591	-3.23E-01	-7.20E-01						
3.28E-02	0.06591793	-2.68E-01	-5.71E-01						
3.29E-02	0.066095614	-1.60E-01	-4.41E-01						
3.30E-02	0.066587304	-5.04E-02	-2.98E-01						
3.31E-02	0.066847232	2.11E-02	-1.17E-01						
3.32E-02	0.066717745	6.56E-02	8.86E-02						
3.33E-02	0.066708611	1.18E-01	2.60E-01						
3.34E-02	0.067571683	1.80E-01	3.33E-01						
3.35E-02	0.069527632	2.30E-01	2.90E-01						
3.36E-02	0.07194475	2.40E-01	1.87E-01						
3.37E-02	0.073862713	1.89E-01	1.02E-01						
3.38E-02	0.074733015	8.80E-02	7.39E-02						
3.39E-02	0.074607496	-2.83E-02	7.67E-02						
3.40E-02	0.07372785	-1.18E-01	9.94E-02						
3.41E-02	0.072236689	-1.46E-01	1.53E-01						
3.42E-02	0.070313991	-1.06E-01	2.16E-01						
3.43E-02	0.068401818	-7.01E-03	2.06E-01						
3.44E-02	0.067066728	1.24E-01	6.16E-02						
3.45E-02	0.066637146	2.52E-01	-1.53E-01						
3.46E-02	0.067042557	3.37E-01	-2.85E-01						
3.47E-02	0.067823068	3.50E-01	-2.45E-01						
3.48E-02	0.068412366	2.95E-01	-1.07E-01						
3.49E-02	0.068512064	1.97E-01	-9.84E-03						
3.50E-02	0.068193319	9.51E-02	-1.06E-02						
3.51E-02	0.067783391	2.32E-02	-1.03E-01						
3.52E-02	0.067564626	1.56E-03	-2.52E-01						
3.53E-02	0.067549207	3.41E-02	-3.55E-01						
3.54E-02	0.067661007	9.06E-02	-2.92E-01						
3.55E-02	0.067795656	1.32E-01	-5.86E-02						
3.56E-02	0.067824195	1.37E-01	2.42E-01						
3.57E-02	0.067690663	1.10E-01	4.91E-01						
3.58E-02	0.067417648	6.93E-02	6.13E-01						
3.59E-02	0.067097235	3.75E-02	6.06E-01						
3.60E-02	0.066909898	2.64E-02	5.07E-01						
3.61E-02	0.067120679	2.49E-02	3.70E-01						
3.62E-02	0.067988037	1.50E-02	2.48E-01						
3.63E-02	0.069558983	-2.12E-02	1.67E-01						
3.64E-02	0.071440082	-8.73E-02	1.14E-01						
3.65E-02	0.072927299	-1.61E-01	1.88E-02						
3.66E-02	0.073418975	-2.11E-01	-1.45E-01						
3.67E-02	0.072845718	-2.16E-01	-3.03E-01						
3.68E-02	0.071622129	-1.86E-01	-3.95E-01						
3.69E-02	0.070299122	-1.45E-01	-4.17E-01						
3.70E-02	0.069267836	-1.15E-01	-3.94E-01						
3.71E-02	0.068725145	-1.03E-01	-3.61E-01						
3.72E-02	0.068726931	-1.03E-01	-3.52E-01						
3.73E-02	0.069140367	-1.07E-01	-3.70E-01						
3.74E-02	0.069712383	-1.04E-01	-3.88E-01						
3.75E-02	0.070233274	-7.92E-02	-3.81E-01						
3.76E-02	0.070610338	-2.53E-02	-3.36E-01						
3.77E-02	0.070974649	5.01E-02	-2.54E-01						
3.78E-02	0.071528697	1.28E-01	-1.83E-01						
3.79E-02	0.072250676	1.85E-01	-1.71E-01						
3.80E-02	0.072802479	1.87E-01	-2.28E-01						
3.81E-02	0.072708075	1.09E-01	-3.22E-01						
3.82E-02	0.07174658	-4.80E-02	-3.85E-01						
3.83E-02	0.070090191	-2.39E-01	-3.06E-01						
3.84E-02	0.068228642	-3.93E-01	-3.08E-02						
3.85E-02	0.06670208	-4.47E-01	3.00E-01						
3.86E-02	0.065928827	-3.85E-01	4.47E-01						
3.87E-02	0.066070624	-2.35E-01	3.59E-01						
3.88E-02	0.066937705	-5.00E-02	2.06E-01						
3.89E-02	0.068065582	1.15E-01	1.63E-01						
3.90E-02	0.068989212	2.11E-01	2.15E-01						
3.91E-02	0.069565191	2.37E-01	2.32E-01						
3.92E-02	0.069992637	2.35E-01	1.53E-01						
3.93E-02	0.070394726	2.49E-01	1.11E-02						
3.94E-02	0.070494784	2.98E-01	-1.28E-01						
3.95E-02	0.070063379	3.63E-01	-2.20E-01						
3.96E-02	0.069414668	4.09E-01	-2.48E-01						
3.97E-02	0.06921399	4.00E-01	-2.16E-01						
3.98E-02	0.069815794	3.29E-01	-1.75E-01						
3.99E-02	0.070931492	2.13E-01	-1.90E-01						
4.00E-02	0.071949404	8.17E-02	-2.90E-01						
4.01E-02	0.072460316	-3.19E-02	-4.33E-01						
4.02E-02	0.072345726	-1.09E-01	-5.24E-01						
4.03E-02	0.071721186	-1.55E-01	-4.92E-01						
4.04E-02	0.070785	-1.82E-01	-3.21E-01						
4.05E-02	0.069735986	-2.04E-01	-6.33E-02						
4.06E-02	0.068839449	-2.22E-01	1.70E-01						
4.07E-02	0.068346	-2.20E-01	2.83E-01						
4.08E-02	0.068234595	-1.85E-01	2.76E-01						
4.09E-02	0.068140445	-1.20E-01	2.28E-01						
4.10E-02	0.067739933	-5.61E-02	1.99E-01						
4.11E-02	0.067132035	-2.81E-02	2.01E-01						
4.12E-02	0.066784092	-4.15E-02	2.04E-01						
4.13E-02	0.067034223	-7.79E-02	1.79E-01						
4.14E-02	0.06779078	-1.01E-01	1.11E-01						
4.15E-02	0.068685704	-7.98E-02	1.94E-02						
4.16E-02	0.069510604	-2.24E-03	-5.71E-02						
4.17E-02	0.070298359	1.17E-01	-7.60E-02						
4.18E-02	0.071024433	2.39E-01	-2.23E-02						
4.19E-02	0.071509924	3.21E-01	7.17E-02						
4.20E-02	0.071617721	3.26E-01	1.39E-01						
4.21E-02	0.071514146	2.47E-01	1.24E-01						
4.22E-02	0.071484421	1.11E-01	4.04E-02						
4.23E-02	0.07150094	-4.59E-02	-4.47E-02						
4.24E-02	0.071259135	-1.88E-01	-8.27E-02						
4.25E-02	0.070686633	-2.91E-01	-9.45E-02						
4.26E-02	0.070023725	-3.35E-01	-1.01E-01						
4.27E-02	0.069542047	-3.22E-01	-6.62E-02						
4.28E-02	0.069389988	-2.82E-01	4.31E-02						
4.29E-02	0.069526355	-2.42E-01	2.03E-01						
4.30E-02	0.069733664	-2.23E-01	3.62E-01						
4.31E-02	0.069701881	-2.25E-01	4.50E-01						
4.32E-02	0.069220738	-2.28E-01	3.70E-01						
4.33E-02	0.068364137	-2.10E-01	1.10E-01						
4.34E-02	0.067504727	-1.66E-01	-2.18E-01						
4.35E-02	0.06718181	-1.15E-01	-4.75E-01						
4.36E-02	0.067636858	-6.81E-02	-5.71E-01						
4.37E-02	0.068657029	-2.61E-02	-4.71E-01						
4.38E-02	0.069702158	1.23E-02	-2.07E-01						
4.39E-02	0.070376458	3.70E-02	1.30E-01						
4.40E-02	0.070730972	3.32E-02	4.07E-01						
4.41E-02	0.070984101	-7.41E-03	4.81E-01						
4.42E-02	0.071217086	-6.77E-02	3.20E-01						
4.43E-02	0.07142863	-1.12E-01	3.60E-02						
4.44E-02	0.07173611	-1.01E-01	-2.01E-01						
4.45E-02	0.072301032	-2.35E-02	-2.99E-01						
4.46E-02	0.07294369	8.75E-02	-2.81E-01						
4.47E-02	0.073086955	1.74E-01	-2.10E-01						
4.48E-02	0.072285613	1.92E-01	-1.25E-01						
4.49E-02	0.070724537	1.38E-01	-4.74E-02						
4.50E-02	0.069081944	4.37E-02	2.43E-02						
4.51E-02	0.06792811	-5.39E-02	9.88E-02						
4.52E-02	0.067426523	-1.22E-01	1.82E-01						
4.53E-02	0.067661225	-1.45E-01	2.61E-01						
4.54E-02	0.068769693	-1.22E-01	2.67E-01						
4.55E-02	0.07054713	-7.71E-02	1.29E-01						
4.56E-02	0.072240029	-4.66E-02	-1.07E-01						
4.57E-02	0.073072223	-5.39E-02	-2.95E-01						
4.58E-02	0.072813222	-9.53E-02	-3.44E-01						
4.59E-02	0.071944614	-1.50E-01	-2.92E-01						
4.60E-02	0.07103997	-1.95E-01	-2.05E-01						
4.61E-02	0.070291515	-2.15E-01	-1.13E-01						
4.62E-02	0.069586163	-2.00E-01	-1.84E-02						
4.63E-02	0.068883956	-1.44E-01	7.04E-02						
4.64E-02	0.068368277	-4.59E-02	1.06E-01						
4.65E-02	0.068295717	8.50E-02	2.82E-02						
4.66E-02	0.068716088	2.14E-01	-1.56E-01						
4.67E-02	0.069483783	2.93E-01	-3.62E-01						
4.68E-02	0.070470144	2.95E-01	-4.92E-01						
4.69E-02	0.071441963	2.37E-01	-5.22E-01						
4.70E-02	0.072063785	1.57E-01	-4.84E-01						
4.71E-02	0.071974357	8.82E-02	-4.13E-01						
4.72E-02	0.071087745	4.69E-02	-3.25E-01						
4.73E-02	0.069635847	3.58E-02	-2.42E-01						
4.74E-02	0.068015248	4.20E-02	-1.98E-01						
4.75E-02	0.066648016	5.41E-02	-1.94E-01						
4.76E-02	0.065842702	6.73E-02	-1.67E-01						
4.77E-02	0.065745108	7.66E-02	-4.42E-02						
4.78E-02	0.066297638	7.96E-02	1.82E-01						
4.79E-02	0.067188167	7.76E-02	4.26E-01						
