t	u	v	z						
0.00E+00	0.063174542	0.00E+00	0.00E+00						
1.00E-04	0.0637544	6.44E-04	-1.21E-03						
2.00E-04	0.063877575	9.13E-05	-9.75E-04						
3.00E-04	0.064146465	2.11E-04	-8.03E-04						
3.50E-04	0.064356729	3.41E-04	-1.49E-03						
4.00E-04	0.064547284	3.70E-04	-1.39E-03						
5.00E-04	0.064892661	1.96E-04	-1.94E-03						
6.00E-04	0.065100457	-1.37E-04	-7.44E-04						
7.00E-04	0.065343444	2.12E-04	-5.32E-04						
8.00E-04	0.065736576	6.66E-04	-2.36E-03						
9.00E-04	0.066180515	7.08E-04	-3.79E-03						
1.00E-03	0.066531007	3.54E-04	-3.93E-03						
1.10E-03	0.066817757	1.24E-04	-3.75E-03						
1.20E-03	0.06715412	2.11E-04	-4.06E-03						
1.30E-03	0.06750809	3.07E-04	-4.76E-03						
1.40E-03	0.067719869	7.33E-05	-5.34E-03						
1.50E-03	0.067770901	-1.51E-04	-5.78E-03						
1.60E-03	0.067867664	6.76E-05	-6.67E-03						
1.70E-03	0.06816048	6.55E-04	-8.37E-03						
1.80E-03	0.06847333	7.53E-04	-1.06E-02						
1.90E-03	0.06849471	-3.45E-05	-1.30E-02						
2.00E-03	0.068189446	-7.10E-04	-1.57E-02						
2.10E-03	0.067860362	-5.43E-04	-1.92E-02						
2.20E-03	0.067758806	2.69E-04	-2.42E-02						
2.30E-03	0.067763672	6.25E-04	-3.14E-02						
2.40E-03	0.067599666	2.12E-04	-4.15E-02						
2.50E-03	0.067261737	-2.98E-04	-5.71E-02						
2.60E-03	0.067098848	-1.40E-04	-8.29E-02						
2.70E-03	0.067403672	5.70E-04	-1.23E-01						
2.80E-03	0.068088617	1.01E-03	-1.75E-01						
2.90E-03	0.068896498	5.35E-04	-2.23E-01						
3.00E-03	0.069634943	-4.75E-04	-2.36E-01						
3.10E-03	0.070146753	-7.82E-04	-1.82E-01						
3.20E-03	0.070184792	-5.16E-04	-6.80E-02						
3.30E-03	0.069551658	-2.10E-04	5.43E-02						
3.40E-03	0.068400213	-5.58E-06	1.37E-01						
3.50E-03	0.067199461	3.55E-04	1.76E-01						
3.60E-03	0.066335411	8.36E-04	1.98E-01						
3.70E-03	0.065828321	9.78E-04	2.04E-01						
3.80E-03	0.065511786	5.11E-04	1.67E-01						
3.90E-03	0.065525914	-3.11E-04	8.15E-02						
4.00E-03	0.066264235	-2.64E-04	-3.48E-02						
4.10E-03	0.06778122	1.73E-04	-1.59E-01						
4.20E-03	0.06948913	2.05E-04	-2.28E-01						
4.30E-03	0.070539143	-5.70E-04	-1.53E-01						
4.40E-03	0.070572137	-1.24E-03	6.43E-02						
4.50E-03	0.069736353	-1.42E-03	2.98E-01						
4.60E-03	0.068395534	-6.62E-04	4.00E-01						
4.70E-03	0.066842373	6.05E-04	3.32E-01						
4.80E-03	0.065501536	1.30E-03	1.74E-01						
4.90E-03	0.06491681	1.63E-03	1.31E-02						
5.00E-03	0.065349895	1.74E-03	-1.04E-01						
5.10E-03	0.066416439	1.36E-03	-1.32E-01						
5.20E-03	0.067402697	-1.02E-05	-2.33E-02						
5.30E-03	0.06790259	-1.92E-03	2.10E-01						
5.40E-03	0.068143179	-2.27E-03	4.49E-01						
5.50E-03	0.068670619	-9.46E-04	5.37E-01						
5.60E-03	0.06953048	4.48E-04	4.35E-01						
5.70E-03	0.070156202	1.09E-03	2.22E-01						
5.80E-03	0.070021633	9.54E-04	1.75E-02						
5.90E-03	0.069176747	7.65E-04	-8.90E-02						
6.00E-03	0.068163881	6.00E-04	-1.01E-01						
6.10E-03	0.067461563	2.69E-04	-8.80E-02						
6.20E-03	0.067420236	-4.45E-04	-1.13E-01						
6.30E-03	0.068168414	-8.12E-04	-1.95E-01						
6.40E-03	0.069281591	-4.18E-04	-2.91E-01						
6.50E-03	0.069848814	-3.30E-04	-3.30E-01						
6.60E-03	0.06899235	-1.00E-03	-2.89E-01						
6.70E-03	0.06664529	-1.99E-03	-1.99E-01						
6.80E-03	0.063976668	-1.97E-03	-1.02E-01						
6.90E-03	0.062576571	3.18E-04	-1.80E-02						
7.00E-03	0.063226187	1.98E-03	6.43E-02						
7.10E-03	0.065277277	1.19E-03	1.64E-01						
7.20E-03	0.067399694	-1.79E-03	2.41E-01						
7.30E-03	0.068745297	-5.38E-03	1.98E-01						
7.40E-03	0.069211317	-6.52E-03	6.97E-03						
7.50E-03	0.069258013	-5.56E-03	-2.11E-01						
7.60E-03	0.069393869	-4.59E-03	-2.70E-01						
7.70E-03	0.069837758	-5.28E-03	-1.34E-01						
7.80E-03	0.070407746	-8.25E-03	6.85E-02						
7.90E-03	0.070492231	-1.29E-02	1.75E-01						
8.00E-03	0.069510638	-1.77E-02	1.40E-01						
8.10E-03	0.067599982	-2.24E-02	4.48E-02						
8.20E-03	0.065787769	-2.82E-02	5.61E-04						
8.30E-03	0.065217299	-3.59E-02	7.20E-02						
8.40E-03	0.066173099	-4.61E-02	2.42E-01						
8.50E-03	0.068003139	-6.03E-02	4.24E-01						
8.60E-03	0.069617313	-8.01E-02	4.94E-01						
8.70E-03	0.07028427	-1.05E-01	3.76E-01						
8.80E-03	0.070034205	-1.30E-01	1.20E-01						
8.90E-03	0.069277338	-1.53E-01	-1.57E-01						
9.00E-03	0.068289427	-1.67E-01	-3.53E-01						
9.10E-03	0.067266581	-1.68E-01	-4.34E-01						
9.20E-03	0.066678005	-1.51E-01	-4.22E-01						
9.30E-03	0.066996134	-1.13E-01	-3.42E-01						
9.40E-03	0.068189258	-5.76E-02	-2.18E-01						
9.50E-03	0.069584277	4.00E-03	-7.27E-02						
9.60E-03	0.070354846	6.33E-02	4.78E-02						
9.70E-03	0.070194342	1.16E-01	9.49E-02						
9.80E-03	0.069396657	1.66E-01	6.16E-02						
9.90E-03	0.068320627	2.12E-01	-3.49E-03						
1.00E-02	0.067173091	2.42E-01	-3.50E-02						
1.01E-02	0.066018002	2.41E-01	-1.14E-02						
1.02E-02	0.065050001	1.97E-01	1.89E-02						
1.03E-02	0.064574912	1.22E-01	-1.91E-03						
1.04E-02	0.064716376	4.12E-02	-8.92E-02						
1.05E-02	0.065243257	-1.86E-02	-1.89E-01						
1.06E-02	0.065906291	-2.88E-02	-2.12E-01						
1.07E-02	0.066584648	1.09E-02	-9.91E-02						
1.08E-02	0.067306594	6.45E-02	8.56E-02						
1.09E-02	0.068164907	9.53E-02	2.07E-01						
1.10E-02	0.069170782	9.11E-02	2.14E-01						
1.11E-02	0.07018628	6.74E-02	1.79E-01						
1.12E-02	0.070785102	4.50E-02	1.74E-01						
1.13E-02	0.070708913	4.51E-02	1.78E-01						
1.14E-02	0.070023277	7.25E-02	1.30E-01						
1.15E-02	0.069063883	1.16E-01	1.32E-02						
1.16E-02	0.068291501	1.48E-01	-1.33E-01						
1.17E-02	0.068140995	1.43E-01	-2.42E-01						
1.18E-02	0.068677221	9.21E-02	-2.46E-01						
1.19E-02	0.069623328	4.27E-03	-1.28E-01						
1.20E-02	0.070734225	-9.53E-02	7.38E-02						
1.21E-02	0.071860573	-1.82E-01	2.81E-01						
1.22E-02	0.072837135	-2.38E-01	3.90E-01						
1.23E-02	0.073322872	-2.59E-01	3.18E-01						
1.24E-02	0.072920237	-2.45E-01	8.60E-02						
1.25E-02	0.071471777	-2.10E-01	-1.98E-01						
1.26E-02	0.069251815	-1.68E-01	-3.76E-01						
1.27E-02	0.066945623	-1.31E-01	-3.66E-01						
1.28E-02	0.065228035	-1.13E-01	-1.90E-01						
1.29E-02	0.064577943	-1.06E-01	4.44E-02						
1.30E-02	0.065091241	-9.25E-02	1.94E-01						
1.31E-02	0.06647194	-6.70E-02	1.83E-01						
1.32E-02	0.068159111	-3.30E-02	5.81E-02						
1.33E-02	0.069630434	1.07E-04	-5.97E-02						
1.34E-02	0.070502124	2.30E-02	-5.28E-02						
1.35E-02	0.070772251	3.88E-02	9.33E-02						
1.36E-02	0.070664308	5.83E-02	2.88E-01						
1.37E-02	0.070518125	8.94E-02	4.00E-01						
1.38E-02	0.070471446	1.30E-01	3.57E-01						
1.39E-02	0.070287832	1.73E-01	1.91E-01						
1.40E-02	0.069701463	2.04E-01	-5.22E-03						
1.41E-02	0.068676355	2.08E-01	-1.59E-01						
1.42E-02	0.067503466	1.83E-01	-2.23E-01						
1.43E-02	0.066607392	1.32E-01	-1.94E-01						
1.44E-02	0.066360348	6.84E-02	-8.76E-02						
1.45E-02	0.066767878	1.64E-02	5.41E-02						
1.46E-02	0.067611775	-1.03E-02	1.54E-01						
1.47E-02	0.068550302	-2.33E-02	1.34E-01						
1.48E-02	0.069242182	-4.34E-02	-2.99E-02						
1.49E-02	0.06945132	-8.73E-02	-2.53E-01						
1.50E-02	0.069086426	-1.49E-01	-3.98E-01						
1.51E-02	0.068335355	-2.00E-01	-3.83E-01						
1.52E-02	0.067566301	-2.09E-01	-2.32E-01						
1.53E-02	0.067095703	-1.62E-01	-3.72E-03						
1.54E-02	0.066906833	-7.24E-02	2.33E-01						
1.55E-02	0.066718485	2.83E-02	3.88E-01						
1.56E-02	0.066495288	1.16E-01	3.93E-01						
1.57E-02	0.066371345	1.75E-01	2.63E-01						
1.58E-02	0.066392331	2.07E-01	8.52E-02						
1.59E-02	0.066442379	2.19E-01	-4.39E-02						
1.60E-02	0.066456621	2.09E-01	-1.01E-01						
1.61E-02	0.066733167	1.75E-01	-1.10E-01						
1.62E-02	0.067722194	1.16E-01	-8.39E-02						
1.63E-02	0.069532728	4.10E-02	1.88E-04						
1.64E-02	0.071634026	-2.67E-02	1.35E-01						
1.65E-02	0.073310933	-6.99E-02	2.63E-01						
1.66E-02	0.073870076	-8.58E-02	3.35E-01						
1.67E-02	0.072897488	-7.82E-02	3.49E-01						
1.68E-02	0.070454869	-5.33E-02	3.17E-01						
1.69E-02	0.067245956	-1.89E-02	2.48E-01						
1.70E-02	0.064365679	1.65E-02	1.43E-01						
1.71E-02	0.062851061	4.16E-02	1.29E-02						
1.72E-02	0.063150154	4.38E-02	-1.02E-01						
1.73E-02	0.064916632	2.00E-02	-1.28E-01						
1.74E-02	0.067360606	-1.95E-02	-3.26E-02						
1.75E-02	0.069625274	-5.48E-02	1.08E-01						
