0	171.25
0.0001	171.25
0.0002	172.25
0.0003	172.25
0.00035	173.25
0.0004	173.25
0.0005	174.25
0.0006	174.25
0.0007	176.25
0.0008	179.25
0.0009	186.25
0.001	191.25
0.0011	193.25
0.0012	190.25
0.0013	186.25
0.0014	180.25
0.0015	173.25
0.0016	167.25
0.0017	164.25
0.0018	165.25
0.0019	171.25
0.002	177.25
0.0021	180.25
0.0022	178.25
0.0023	173.25
0.0024	169.25
0.0025	168.25
0.0026	171.25
0.0027	175.25
0.0028	179.25
0.0029	178.25
0.003	175.25
0.0031	172.25
0.0032	173.25
0.0033	177.25
0.0034	181.25
0.0035	180.25
0.0036	175.25
0.0037	168.25
0.0038	166.25
0.0039	171.25
0.004	178.25
0.0041	180.25
0.0042	181.25
0.0043	180.25
0.0044	176.25
0.0045	170.25
0.0046	165.25
0.0047	162.25
0.0048	160.25
0.0049	160.25
0.005	164.25
0.0051	175.25
0.0052	187.25
0.0053	192.25
0.0054	189.25
0.0055	181.25
0.0056	172.25
0.0057	165.25
0.0058	161.25
0.0059	161.25
0.006	164.25
0.0061	170.25
0.0062	175.25
0.0063	180.25
0.0064	185.25
0.0065	187.25
0.0066	185.25
0.0067	177.25
0.0068	169.25
0.0069	164.25
0.007	164.25
0.0071	168.25
0.0072	175.25
0.0073	182.25
0.0074	185.25
0.0075	182.25
0.0076	177.25
0.0077	173.25
0.0078	171.25
0.0079	171.25
0.008	172.25
0.0081	174.25
0.0082	174.25
0.0083	171.25
0.0084	169.25
0.0085	169.25
0.0086	173.25
0.0087	177.25
0.0088	179.25
0.0089	180.25
0.009	181.25
0.0091	182.25
0.0092	179.25
0.0093	172.25
0.0094	167.25
0.0095	165.25
0.0096	165.25
0.0097	167.25
0.0098	173.25
0.0099	180.25
0.01	188.25
0.0101	191.25
0.0102	188.25
0.0103	180.25
0.0104	172.25
0.0105	164.25
0.0106	163.25
0.0107	165.25
0.0108	170.25
0.0109	173.25
0.011	175.25
0.0111	178.25
0.0112	183.25
0.0113	187.25
0.0114	187.25
0.0115	184.25
0.0116	179.25
0.0117	175.25
0.0118	173.25
0.0119	173.25
0.012	173.25
0.0121	170.25
0.0122	164.25
0.0123	161.25
0.0124	161.25
0.0125	167.25
0.0126	176.25
0.0127	182.25
0.0128	182.25
0.0129	178.25
0.013	176.25
0.0131	176.25
0.0132	174.25
0.0133	170.25
0.0134	170.25
0.0135	175.25
0.0136	178.25
0.0137	175.25
0.0138	169.25
0.0139	167.25
