[Name]
Series 1 at /POINT:Point 1

[Data]
Time [ s ],Velocity v [ m s^-1 ]	
0	0.063174542
1E-04	0.0637544
0.0002	0.063877575
0.0003	0.064146465
0.00035	0.064356729
0.0004	0.064547284
0.0005	0.064892661
0.0006	0.065100457
0.0007	0.065343444
0.0008	0.065736576
0.0009	0.066180515
0.001	0.066531007
0.0011	0.066817757
0.0012	0.06715412
0.0013	0.06750809
0.0014	0.067719869
0.0015	0.067770901
0.0016	0.067867664
0.0017	0.06816048
0.0018	0.06847333
0.0019	0.06849471
0.002	0.068189446
0.0021	0.067860362
0.0022	0.067758806
0.0023	0.067763672
0.0024	0.067599666
0.0025	0.067261737
0.0026	0.067098848
0.0027	0.067403672
0.0028	0.068088617
0.0029	0.068896498
0.003	0.069634943
0.0031	0.070146753
0.0032	0.070184792
0.0033	0.069551658
0.0034	0.068400213
0.0035	0.067199461
0.0036	0.066335411
0.0037	0.065828321
0.0038	0.065511786
0.0039	0.065525914
0.004	0.066264235
0.0041	0.06778122
0.0042	0.06948913
0.0043	0.070539143
0.0044	0.070572137
0.0045	0.069736353
0.0046	0.068395534
0.0047	0.066842373
0.0048	0.065501536
0.0049	0.06491681
0.005	0.065349895
0.0051	0.066416439
0.0052	0.067402697
0.0053	0.06790259
0.0054	0.068143179
0.0055	0.068670619
0.0056	0.06953048
0.0057	0.070156202
0.0058	0.070021633
0.0059	0.069176747
0.006	0.068163881
0.0061	0.067461563
0.0062	0.067420236
0.0063	0.068168414
0.0064	0.069281591
0.0065	0.069848814
0.0066	0.06899235
0.0067	0.06664529
0.0068	0.063976668
0.0069	0.062576571
0.007	0.063226187
0.0071	0.065277277
0.0072	0.067399694
0.0073	0.068745297
0.0074	0.069211317
0.0075	0.069258013
0.0076	0.069393869
0.0077	0.069837758
0.0078	0.070407746
0.0079	0.070492231
0.008	0.069510638
0.0081	0.067599982
0.0082	0.065787769
0.0083	0.065217299
0.0084	0.066173099
0.0085	0.068003139
0.0086	0.069617313
0.0087	0.07028427
0.0088	0.070034205
0.0089	0.069277338
0.009	0.068289427
0.0091	0.067266581
0.0092	0.066678005
0.0093	0.066996134
0.0094	0.068189258
0.0095	0.069584277
0.0096	0.070354846
0.0097	0.070194342
0.0098	0.069396657
0.0099	0.068320627
0.01	0.067173091
0.0101	0.066018002
0.0102	0.065050001
0.0103	0.064574912
0.0104	0.064716376
0.0105	0.065243257
0.0106	0.065906291
0.010700001	0.066584648
0.0108	0.067306594
0.0109	0.068164907
0.011	0.069170782
0.0111	0.07018628
0.0112	0.070785102
0.0113	0.070708913
0.0114	0.070023277
0.0115	0.069063883
0.0116	0.068291501
0.0117	0.068140995
0.0118	0.068677221
0.0119	0.069623328
0.012	0.070734225
0.0121	0.071860573
0.0122	0.072837135
0.0123	0.073322872
0.0124	0.072920237
0.0125	0.071471777
0.0126	0.069251815
0.0127	0.066945623
0.0128	0.065228035
0.0129	0.064577943
0.013	0.065091241
0.0131	0.06647194
0.0132	0.068159111
0.0133	0.069630434
0.0134	0.070502124
0.0135	0.070772251
0.0136	0.070664308
0.0137	0.070518125
0.0138	0.070471446
0.0139	0.070287832
0.014	0.069701463
0.0141	0.068676355
0.0142	0.067503466
0.0143	0.066607392
0.0144	0.066360348
0.0145	0.066767878
0.0146	0.067611775
0.0147	0.068550302
0.0148	0.069242182
0.0149	0.06945132
0.015	0.069086426
0.0151	0.068335355
0.0152	0.067566301
0.0153	0.067095703
0.0154	0.066906833
0.0155	0.066718485
0.0156	0.066495288
0.015699999	0.066371345
0.015799999	0.066392331
0.015900001	0.066442379
0.016000001	0.066456621
0.016100001	0.066733167
0.0162	0.067722194
0.0163	0.069532728
0.0164	0.071634026
0.0165	0.073310933
0.0166	0.073870076
0.0167	0.072897488
0.016799999	0.070454869
0.016899999	0.067245956
0.017000001	0.064365679
0.017100001	0.062851061
0.017200001	0.063150154
0.0173	0.064916632
0.0174	0.067360606
0.0175	0.069625274
0.0176	0.070945029
0.0177	0.070851219
0.0178	0.069279425
0.017899999	0.066886639
0.017999999	0.064677545
0.018100001	0.06340368
0.018200001	0.063334537
0.018300001	0.064224884
0.0184	0.065679899
0.0185	0.067542156
0.0186	0.069659408
0.0187	0.071348036
0.0188	0.071579583
0.0189	0.070009213
0.018999999	0.067530687
0.019099999	0.065250481
0.019200001	0.063891149
0.019300001	0.063721937
0.019400001	0.064665463
0.0195	0.066317337
0.0196	0.068273298
0.0197	0.070225826
0.0198	0.071961956
0.0199	0.073242934
0.02	0.073630554
0.020099999	0.072740642
0.020199999	0.070959441
0.020300001	0.069230897
0.020400001	0.068340271
0.020500001	0.068115665
0.0206	0.068024606
0.0207	0.068053329
0.0208	0.068748689
0.0209	0.070100656
0.021	0.071315192
0.0211	0.071598129
0.021199999	0.070865159
0.021299999	0.069619867
0.021400001	0.06848966
0.021500001	0.067937704
0.021600001	0.067888943
0.0217	0.067908167
0.0218	0.067764533
0.0219	0.067458761
0.022	0.067025227
0.0221	0.066601715
0.0222	0.066428896
0.022299999	0.066730859
0.022399999	0.067503434
0.022500001	0.068325915
0.022600001	0.068667844
0.022700001	0.068494824
0.0228	0.068307964
0.0229	0.06873968
0.023	0.069937126
0.0231	0.071043729
0.0232	0.070992307
0.0233	0.069746708
0.023399999	0.068046801
0.023499999	0.066565031
0.023600001	0.065574204
0.023700001	0.065286726
0.023800001	0.065801631
0.0239	0.066895259
0.024	0.068161876
0.0241	0.069416379
0.0242	0.070610021
0.0243	0.071669863
0.0244	0.072348536
0.024499999	0.072537878
0.024599999	0.072372676
0.024700001	0.072074417
0.024800001	0.071686619
0.024900001	0.071070881
0.025	0.070110627
0.0251	0.068956613
0.0252	0.068100877
0.0253	0.06785159
0.0254	0.06798062
0.0255	0.068181045
0.025599999	0.068339644
0.025699999	0.068556734
0.025800001	0.068691234
0.025900001	0.068413746
0.026000001	0.067761708
0.0261	0.067476501
0.0262	0.068422183
0.0263	0.070723815
0.0264	0.073503223
0.0265	0.075301294
0.0266	0.075158594
0.026699999	0.073217521
0.026799999	0.070263989
0.026900001	0.067216863
0.027000001	0.064887909
0.027100001	0.063941659
0.0272	0.064769816
0.0273	0.067349165
0.0274	0.070892775
0.0275	0.073927041
0.0276	0.075219538
0.0277	0.074328656
0.027799999	0.071538828
0.027899999	0.067753152
0.028000001	0.064366434
0.028100001	0.062626143
0.028200001	0.063006575
0.0283	0.064913125
0.0284	0.067217458
0.0285	0.069063439
0.0286	0.070174245
0.0287	0.070593439
0.0288	0.070385698
0.028899999	0.069800158
0.028999999	0.069212905
0.029100001	0.06885904
0.029200001	0.068754252
0.029300001	0.068828564
0.0294	0.069022488
0.0295	0.069257043
0.0296	0.069519575
0.0297	0.069804251
0.0298	0.070161971
0.0299	0.070726053
0.029999999	0.071457796
0.030099999	0.072144613
0.030200001	0.072434083
0.030300001	0.072159451
0.030400001	0.071552778
0.0305	0.070898822
0.0306	0.070355268
0.0307	0.069853676
0.0308	0.069423755
0.0309	0.069089571
0.031	0.06861239
0.031099999	0.067774568
0.031199999	0.066600521
0.031300001	0.065257692
0.031399999	0.064079753
0.031500001	0.063474811
0.031599999	0.063481376
0.0317	0.063814571
0.031800002	0.064311039
0.0319	0.065174943
0.032000002	0.066760645
0.0321	0.068954379
0.032200001	0.071109241
0.032299999	0.072473033
0.032400001	0.072647679
0.032499999	0.07151819
0.032600001	0.06924611
0.032699999	0.066651361
0.0328	0.064920381
0.032900002	0.064874605
0.033	0.066342068
0.033100002	0.06829048
0.0332	0.069562385
0.033300001	0.069624244
0.033399999	0.068731979
0.033500001	0.067666387
0.033599999	0.067039264
0.033700001	0.067205889
0.033799999	0.068137452
0.0339	0.069507058
0.034000002	0.070700636
0.0341	0.070918865
0.034200002	0.069756236
0.0343	0.067520634
0.034400001	0.065086049
0.034499999	0.063414402
0.034600001	0.062941616
0.034699999	0.06370085
0.034800001	0.065411379
0.034899999	0.067558481
0.035	0.069542822
0.035100002	0.071009823
0.0352	0.071765088
0.035300002	0.071680993
0.0354	0.070773886
0.035500001	0.069435534
0.035599999	0.068286286
0.035700001	0.06781719
0.035799999	0.068030031
0.035900001	0.06841288
0.035999999	0.068565661
0.0361	0.068463359
0.036200002	0.068634511
0.0363	0.069684327
0.036400002	0.071412642
0.0365	0.072767479
0.036600001	0.072626533
0.036699999	0.070829999
0.036800001	0.068213238
0.036899999	0.065824371
0.037000001	0.064319962
0.037099998	0.063782025
0.0372	0.063928593
0.037300002	0.064569808
0.0374	0.065666632
0.037500002	0.067004388
0.0376	0.068224107
0.037700001	0.069341486
0.037799999	0.07054096
0.037900001	0.071434585
0.037999999	0.071475692
0.038100001	0.07090585
0.038199998	0.070417264
0.0383	0.070418954
0.038400002	0.070713569
0.0385	0.070893113
0.038600002	0.070609147
0.0387	0.069709694
0.038800001	0.068434288
0.038899999	0.067398275
0.039000001	0.067032822
0.039099999	0.067197635
0.039200001	0.067465349
0.039299998	0.06729019
0.0394	0.066392065
0.039500002	0.065142351
0.0396	0.064396618
0.039700002	0.064803379
0.039799999	0.066257506
0.039900001	0.068024483
0.039999999	0.069383426
0.040100001	0.070260212
0.040199999	0.070925407
0.040300001	0.071400386
0.040399998	0.071351396
0.0405	0.070534739
0.040600002	0.069415061
0.0407	0.068851798
0.040800002	0.069054553
0.040899999	0.069379878
0.041000001	0.06914226
0.041099999	0.068434581
0.041200001	0.067845318
0.041299999	0.067770901
0.041400001	0.067960334
0.041499998	0.067806844
0.0416	0.067039099
0.041700002	0.065969602
0.0418	0.065237109
0.041900002	0.065329362
0.041999999	0.066270375
0.042100001	0.067700398
0.042199999	0.069151302
0.042300001	0.070270646
0.042399999	0.07073233
0.0425	0.070523889
0.042599998	0.069882669
0.0427	0.069057204
0.042800002	0.068339397
0.0429	0.068227178
0.043000002	0.069214105
0.043099999	0.071282147
0.043200001	0.073466254
0.043299999	0.074489339
0.043400001	0.073701803
0.043499999	0.071487416
0.0436	0.068777747
0.043699998	0.066500127
0.0438	0.065263918
0.043900002	0.065491368
0.044	0.06721835
0.044100002	0.069746539
0.044199999	0.071952017
0.044300001	0.072853525
0.044399999	0.07240601
0.044500001	0.071222325
0.044599999	0.069787014
0.0447	0.06823356
0.044799998	0.066530242
0.0449	0.064828879
0.045000002	0.063632224
0.0451	0.063512525
0.045200001	0.064802696
0.045299999	0.067345265
0.045400001	0.070376405
0.045499999	0.072814936
0.045600001	0.073683783
0.045699999	0.072817275
0.0458	0.070899001
0.045899998	0.068705541
0.046	0.066841476
0.046100002	0.065547926
0.0462	0.064871455
0.046300001	0.064990472
0.046399999	0.066169519
0.046500001	0.068167288
0.046599999	0.069995163
0.046700001	0.070604756
0.046799999	0.069837987
0.0469	0.068423973
0.046999998	0.06724684
0.0471	0.066856391
0.047200002	0.067250104
0.0473	0.067960229
0.047400001	0.068575353
0.047499999	0.069017141
0.047600001	0.069383046
0.047699999	0.069575858
0.047800001	0.069335095
0.047899999	0.068538925
0.048	0.067338846
0.048099998	0.066272751
0.0482	0.065889686
0.048300002	0.066368937
0.0484	0.067455634
0.048500001	0.06856649
0.048599999	0.069285793
0.048700001	0.069645381
0.048799999	0.069825974
0.048900001	0.069865794
0.048999999	0.069632659
0.0491	0.069046001
0.049199998	0.068206115
0.0493	0.067418428
0.049400002	0.066935762
0.0495	0.066908087
0.049600001	0.067446336
0.049699999	0.068312075
0.049800001	0.068974386
0.049899999	0.068761586
0.050000001	0.067401855
0.050099999	0.065270433
0.0502	0.063423041
0.050299998	0.06284218
0.0504	0.063815482
0.050500002	0.065894649
0.0506	0.068026639
0.050700001	0.069048162
0.050799999	0.068389431
0.050900001	0.066362212
0.050999999	0.064089486
0.051100001	0.062760369
0.051199999	0.062758583
0.0513	0.063765745
0.051399998	0.065249589
0.0515	0.066775212
0.051600002	0.068182739
0.0517	0.069454442
0.051800001	0.070603616
0.051899999	0.071480856
0.052000001	0.071946985
0.052099999	0.071865422
0.052200001	0.071074475
0.052299999	0.069578756
0.0524	0.067553079
0.052499998	0.065738902
0.0526	0.064832742
0.052700002	0.064916055
0.0528	0.065748502
0.052900001	0.067079148
0.052999999	0.068642431
0.053100001	0.069940019
0.053199999	0.07031552
0.053300001	0.069533199
0.053399999	0.068108647
0.0535	0.066800415
0.053599998	0.066219672
0.0537	0.066498369
0.053800002	0.067217444
0.0539	0.067848482
0.054000001	0.068125389
0.054099999	0.068086772
0.054200001	0.067908459
0.054299999	0.067770777
0.054400001	0.06775252
0.054499999	0.067896772
0.0546	0.06824225
0.054699998	0.068668179
0.0548	0.06898611
0.054900002	0.069032097
0.055	0.068919293
0.055100001	0.069009752
0.055199999	0.069468803
0.055300001	0.069924097
0.055399999	0.069860644
0.055500001	0.069207499
0.055599999	0.068383873
0.0557	0.067870685
0.055799998	0.06795029
0.0559	0.06850778
0.056000002	0.069020304
0.0561	0.068976995
0.056200001	0.06851332
0.056299999	0.068208665
0.056400001	0.068369425
0.056499999	0.068855932
0.056600001	0.069200755
0.056699999	0.0689942
0.0568	0.068186745
0.056899998	0.066976544
0.057	0.065709323
0.057100002	0.064803562
0.0572	0.064500312
0.057300001	0.064725079
0.057399999	0.065277419
0.057500001	0.066303186
0.057599999	0.06819493
0.057700001	0.070863003
0.057799999	0.073321261
0.0579	0.07429356
0.057999998	0.073300536
0.0581	0.070949314
0.058200002	0.068175688
0.0583	0.065556803
0.058400001	0.063457277
0.058499999	0.062360366
0.058600001	0.062822595
0.058699999	0.064857945
0.058800001	0.067839353
0.058899999	0.070616824
0.059	0.072101753
0.059099998	0.072152405
0.0592	0.071454399
0.059300002	0.07067134
0.0594	0.069790287
0.059500001	0.068726806
0.059599999	0.067797005
0.059700001	0.067480228
0.059799999	0.067973743
0.059900001	0.068890295
0.059999999	0.069673024
0.0601	0.070090895
0.060199998	0.070186656
0.0603	0.069921762
0.060400002	0.069230682
0.0605	0.068142113
0.060600001	0.066856735
0.060699999	0.065628491
0.060800001	0.06470228
0.060899999	0.064432693
0.061000001	0.065103515
0.061099999	0.066562467
0.0612	0.068007782
0.061299998	0.068531824
0.0614	0.0679078
0.061500002	0.066846301
0.0616	0.066503918
0.061700001	0.067630953
0.061799999	0.069896335
0.061900001	0.072051014
0.061999999	0.072988341
0.062100001	0.072370374
0.062199999	0.070621412
0.0623	0.068588112
0.062399998	0.066896138
0.0625	0.065879042
0.062600002	0.065603367
0.062700003	0.066027918
0.062799998	0.067189037
0.062899999	0.068922713
0.063000001	0.070682891
0.063100003	0.071748199
0.063199997	0.071668105
0.063299999	0.070522964
0.0634	0.069032477
0.063500002	0.068005552
0.063600004	0.067778125
0.063699998	0.068146334
0.0638	0.06875612
0.063900001	0.069373487
0.064000003	0.069954697
0.064099997	0.070540159
0.064199999	0.071078769
0.064300001	0.071280879
0.064400002	0.070951988
0.064499997	0.070117508
0.064599998	0.068903439
0.0647	0.067453862
0.064800002	0.066082228
0.064900003	0.065203373
0.064999998	0.065166084
0.065099999	0.066210919
0.065200001	0.068175093
0.065300003	0.070207729
0.065399997	0.071163474
0.065499999	0.070495546
0.0656	0.068905
0.065700002	0.067788609
0.065800004	0.068234178
0.065899998	0.070287956
0.066	0.07278179
0.066100001	0.074009736
0.066200003	0.072966004
0.066299997	0.070173388
0.066399999	0.067032951
0.066500001	0.064884402
0.066600002	0.064459887
0.066699997	0.065731856
0.066799998	0.067903561
0.0669	0.069936842
0.067000002	0.071068702
0.067100003	0.07108251
0.067199998	0.070183488
0.067299999	0.068753963
0.067400001	0.067140541
0.067500003	0.06572177
0.067599997	0.06491453
0.067699999	0.064982621
0.0678	0.06593251
0.067900002	0.067478003
0.068000004	0.06913895
0.068099998	0.070727152
0.0682	0.072238268
0.068300001	0.073544229
0.068400003	0.074095539
0.068499997	0.073504276
0.068599999	0.072002797
0.068700001	0.070377091
0.068800002	0.069399656
0.068899997	0.069357482
0.068999998	0.070006004
0.0691	0.070906921
0.069200002	0.071630349
0.069300003	0.071760986
0.069399998	0.07099987
0.069499999	0.069243569
0.069600001	0.066849533
0.069700003	0.064613785
0.069799997	0.063330641
0.069899999	0.063306606
0.07	0.064135171
0.070100002	0.065034701
0.070200004	0.065529572
0.070299998	0.065771667
0.0704	0.066230724
0.070500001	0.067210957
0.070600003	0.068603316
0.070699997	0.070201677
0.070799999	0.071951724
0.070900001	0.073837123
0.071000002	0.075316709
0.071099997	0.07551744
0.071199998	0.074126107
0.0713	0.071710329
0.071400002	0.069158673
0.071500003	0.067291559
0.071599998	0.066703679
0.071699999	0.06727777
0.071800001	0.068253631
0.071900003	0.068669767
0.071999997	0.068213009
0.072099999	0.067477119
0.0722	0.067528838
0.072300002	0.068992726
0.072400004	0.071320306
0.072499998	0.072960291
0.0726	0.072870569
0.072700001	0.071280092
0.072800003	0.069068182
0.072899997	0.066896967
0.072999999	0.065185317
0.073100001	0.064469826
0.073200002	0.065306463
0.073299997	0.06749355
0.073399998	0.070149028
0.0735	0.072071363
0.073600002	0.072360718
0.073700003	0.070750871
0.073799998	0.067887982
0.073899999	0.064889186
0.074000001	0.062867002
0.074100003	0.062564646
0.074199997	0.063875565
0.074299999	0.065861934
0.0744	0.067530536
0.074500002	0.06860241
0.074600004	0.069530992
0.074699998	0.070675122
0.0748	0.071742312
0.074900001	0.072226168
0.075000003	0.072001295
0.075099997	0.071510321
0.075199999	0.071129316
0.075300001	0.070735507
0.075400002	0.070054289
0.075499997	0.06906902
0.075599998	0.068118114
0.0757	0.067571057
0.075800002	0.067618107
0.075900003	0.068315884
0.075999998	0.069449461
0.076099999	0.070709343
0.076200001	0.071602702
0.076300003	0.071756055
0.076399997	0.07125922
0.076499999	0.070548409
0.0766	0.070085232
0.076700002	0.070191133
0.076800004	0.070643382
0.076899998	0.070755802
0.077	0.07015216
0.077100001	0.069195069
0.077200003	0.068561793
0.077299997	0.068659366
0.077399999	0.069418371
0.077500001	0.070364245
0.077600002	0.070852945
0.077699997	0.070458147
0.077799998	0.069341834
0.0779	0.06808018
0.078000002	0.067240916
0.078100003	0.067045138
0.078199998	0.067342907
0.078299999	0.067731117
0.078400001	0.068117354
0.078500003	0.068720488
0.078599997	0.069488892
0.078699999	0.070136539
0.0788	0.070674133
0.078900002	0.071465418
0.079000004	0.072398579
0.079099998	0.072585952
0.0792	0.07125722
0.079300001	0.068796192
0.079400003	0.066501404
0.079499997	0.065359056
0.079599999	0.065446104
0.079700001	0.066284892
0.079800002	0.067473141
0.079899997	0.0688974
0.079999998	0.070169144
0.0801	0.070678295
0.080200002	0.070119632
0.080300003	0.068988555
0.080399998	0.068005721
0.080499999	0.067378584
0.080600001	0.06701017
0.080700003	0.066872277
0.080799997	0.067115155
0.080899999	0.067667312
0.081	0.068186873
0.081100002	0.068310784
0.081200004	0.068164426
0.081299998	0.068262256
0.0814	0.068966836
0.081500001	0.069853667
0.081600003	0.070028166
0.081699997	0.069251773
0.081799999	0.068145477
0.081900001	0.067344944
0.082000002	0.066808202
0.082099997	0.06620814
0.082199998	0.065739163
0.0823	0.065851729
0.082400002	0.06647677
0.082500003	0.06704598
0.082599998	0.067238778
0.082699999	0.067309464
0.082800001	0.067674449
0.082900003	0.068409877
0.082999997	0.069302247
0.083099999	0.070160858
0.0832	0.071132155
0.083300002	0.071994538
0.083400004	0.072002609
0.083499998	0.070666341
0.0836	0.068357064
0.083700001	0.066005375
0.083800003	0.06445687
0.083899997	0.06406204
0.083999999	0.064732564
0.084100001	0.066176853
0.084200002	0.068032091
0.084299997	0.069817756
0.084399998	0.070896876
0.0845	0.070863795
0.084600002	0.070352049
0.084700003	0.070355835
0.084799998	0.071170565
0.084899999	0.072237265
0.085000001	0.072801151
0.085100003	0.072783612
0.085199997	0.072442131
0.085299999	0.071855638
0.0854	0.07083612
0.085500002	0.069458938
0.085600004	0.06817073
0.085699998	0.067598947
0.0858	0.067935406
0.085900001	0.068527608
0.086000003	0.068486428
0.086099997	0.067537811
0.086199999	0.066229927
0.086300001	0.065326542
0.086400002	0.065214941
0.086499997	0.065843324
0.086599998	0.066950746
0.0867	0.06823015
0.086800002	0.069384021
0.086900003	0.070263884
0.086999998	0.070956941
0.087099999	0.071539703
